"Term ID","Term Permalink","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count,"Image URL",product_group_id,product_group_name,category_id,category_name,subcategory_id,subcategory_name,part_type_id,part_type_name,subpart_id,suppart_name,short_description,long_description,turn_off_subcategories_products,category_image
137,http://transamericanautoparts.local/category/truck-bed-cargo-management/,"Truck Bed &amp; Cargo Management",truck-bed-cargo-management,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC120,,,,,,,,,
138,http://transamericanautoparts.local/category/steel-accessories/,"Steel Accessories",steel-accessories,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC470,,,,,,,,,
139,http://transamericanautoparts.local/category/car-care/,"Car Care",car-care,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC424,,,,,,,,,
140,http://transamericanautoparts.local/category/bugshields-vent-visors/,"Bugshields &amp; Vent Visors",bugshields-vent-visors,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC457,,,,,,,,,
141,http://transamericanautoparts.local/category/exterior-billet-accessories/,"Exterior Billet Accessories",exterior-billet-accessories,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC410,,,,,,,,,
142,http://transamericanautoparts.local/category/fluid-storage/,"Fluid Storage",fluid-storage,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC188,,,,,,,,,
143,http://transamericanautoparts.local/category/windshield-wiper-motors-blades-accessories/,"Windshield Wiper Motors, Blades &amp; Accessories",windshield-wiper-motors-blades-accessories,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC483,,,,,,,,,
144,http://transamericanautoparts.local/category/bed-coatings-paints/,"Bed Coatings &amp; Paints",bed-coatings-paints,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC506,,,,,,,,,
145,http://transamericanautoparts.local/category/horns-and-train-horns/,"Horns and Train Horns",horns-and-train-horns,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",4wp-us-SC241,,,,,,,,,
146,http://transamericanautoparts.local/category/bed-brace/,"Bed Brace",bed-brace,,315,"Exterior Parts",exterior-parts,0,,,,4wp-us-S3,"Exterior Parts",cat1120182,,,,,,,,,
147,http://transamericanautoparts.local/category/brackets-gussets-tabs/,"Brackets, Gussets &amp; Tabs",brackets-gussets-tabs,,316,"Fabrication &amp; Tools",fabrication-tools,0,,,,4wp-us-C86,"Fabrication & Tools",4wp-us-SC527,,,,,,,,,
148,http://transamericanautoparts.local/category/hand-tools/,"Hand Tools",hand-tools,,316,"Fabrication &amp; Tools",fabrication-tools,0,,,,4wp-us-C86,"Fabrication & Tools",4wp-us-SC317,,,,,,,,,
149,http://transamericanautoparts.local/category/flex-joints-rod-ends-jam-nuts/,"Flex Joints, Rod Ends &amp; Jam Nuts",flex-joints-rod-ends-jam-nuts,,316,"Fabrication &amp; Tools",fabrication-tools,0,,,,4wp-us-C86,"Fabrication & Tools",4wp-us-SC528,,,,,,,,,
150,http://transamericanautoparts.local/category/specialty-tools/,"Specialty Tools",specialty-tools,,316,"Fabrication &amp; Tools",fabrication-tools,0,,,,4wp-us-C86,"Fabrication & Tools",4wp-us-SC530,,,,,,,,,
151,http://transamericanautoparts.local/category/tubing-tube-adapters/,"Tubing &amp; Tube Adapters",tubing-tube-adapters,,316,"Fabrication &amp; Tools",fabrication-tools,0,,,,4wp-us-C86,"Fabrication & Tools",4wp-us-SC531,,,,,,,,,
152,http://transamericanautoparts.local/category/garage-accessories/,"Garage Accessories",garage-accessories,,316,"Fabrication &amp; Tools",fabrication-tools,0,,,,4wp-us-C86,"Fabrication & Tools",cat1120278,,,,,,,,,
153,http://transamericanautoparts.local/category/fender-vents/,"Fender Vents",fender-vents,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",4wp-us-13737,,,,,,,,,
154,http://transamericanautoparts.local/category/fender-flares/,"Fender Flares",fender-flares,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",4wp-us-1036,,,,,,,,,
155,http://transamericanautoparts.local/category/tube-fenders/,"Tube Fenders",tube-fenders,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",cat1130171,,,,,,,,,
156,http://transamericanautoparts.local/category/fender-liners/,"Fender Liners",fender-liners,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",4wp-us-12475,,,,,,,,,
157,http://transamericanautoparts.local/category/fender-deflector/,"Fender Deflector",fender-deflector,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",4wp-us-13926,,,,,,,,,
158,http://transamericanautoparts.local/category/fender-flare-trims/,"Fender Flare Trims",fender-flare-trims,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",cat1130173,,,,,,,,,
159,http://transamericanautoparts.local/category/fender-flare-hardware-kit/,"Fender Flare Hardware Kit",fender-flare-hardware-kit,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",4wp-us-14087,,,,,,,,,
160,http://transamericanautoparts.local/category/fender-flare-extension/,"Fender Flare Extension",fender-flare-extension,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",4wp-us-16553,,,,,,,,,
161,http://transamericanautoparts.local/category/fender-trim/,"Fender Trim",fender-trim,,317,"Fenders &amp; Flares",fenders-flares,0,,,,4wp-us-C80,"Fenders & Flares",cat1440207,,,,,,,,,
162,http://transamericanautoparts.local/category/engine-transmission-cooling/,"Engine &amp; Transmission Cooling",engine-transmission-cooling,,318,"Heating &amp; Cooling",heating-cooling,0,,,,4wp-us-C84,"Heating & Cooling",4wp-us-SC518,,,,,,,,,
163,http://transamericanautoparts.local/category/heating-air-conditioning/,"Heating &amp; Air Conditioning",heating-air-conditioning,,318,"Heating &amp; Cooling",heating-cooling,0,,,,4wp-us-C84,"Heating & Cooling",4wp-us-SC519,,,,,,,,,
164,http://transamericanautoparts.local/category/storage-organizers/,"Storage &amp; Organizers",storage-organizers,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC411,,,,,,,,,
165,http://transamericanautoparts.local/category/interior-accessories/,"Interior Accessories",interior-accessories,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC412,,,,,,,,,
166,http://transamericanautoparts.local/category/floor-mats-cargo-liners/,"Floor Mats &amp; Cargo Liners",floor-mats-cargo-liners,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC272,,,,,,,,,
167,http://transamericanautoparts.local/category/audio-video/,"Audio &amp; Video",audio-video,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC500,,,,,,,,,
168,http://transamericanautoparts.local/category/carpet-kits-sound-deadening/,"Carpet Kits &amp; Sound Deadening",carpet-kits-sound-deadening,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC352,,,,,,,,,
169,http://transamericanautoparts.local/category/seat-covers/,"Seat Covers",seat-covers,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC333,,,,,,,,,
170,http://transamericanautoparts.local/category/seats/,Seats,seats,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC418,,,,,,,,,
171,http://transamericanautoparts.local/category/steering-wheels/,"Steering Wheels",steering-wheels,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC98,,,,,,,,,
172,http://transamericanautoparts.local/category/dashboard-accessories/,"Dashboard Accessories",dashboard-accessories,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC274,,,,,,,,,
173,http://transamericanautoparts.local/category/security-alarms/,"Security Alarms",security-alarms,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-11775,,,,,,,,,
174,http://transamericanautoparts.local/category/interior-cabin-filters/,"Interior Cabin Filters",interior-cabin-filters,,319,"Interior Parts &amp; Accessories",interior-parts-accessories,0,,,,4wp-us-S7,"Interior Parts & Accessories",4wp-us-SC572,,,,,,,,,
175,http://transamericanautoparts.local/category/suspension-accessories/,"Suspension Accessories",suspension-accessories,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-SC101,,,,,,,,,
176,http://transamericanautoparts.local/category/shock-absorbers-shock-accessories/,"Shock Absorbers &amp; Shock Accessories",shock-absorbers-shock-accessories,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-7556,,,,,,,,,
177,http://transamericanautoparts.local/category/complete-suspension-systems-and-lift-kits/,"Complete Suspension Systems and Lift Kits",complete-suspension-systems-and-lift-kits,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-18833,,,,,,,,,
178,http://transamericanautoparts.local/category/leveling-kits/,"Leveling Kits",leveling-kits,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-SC358,,,,,,,,,
179,http://transamericanautoparts.local/category/body-lifts-bushings/,"Body Lifts &amp; Bushings",body-lifts-bushings,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-SC20,,,,,,,,,
180,http://transamericanautoparts.local/category/steering-stabilizers/,"Steering Stabilizers",steering-stabilizers,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-SC509,,,,,,,,,
181,http://transamericanautoparts.local/category/solid-axle-conversion-kits/,"Solid Axle Conversion Kits",solid-axle-conversion-kits,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-SC389,,,,,,,,,
182,http://transamericanautoparts.local/category/air-ride-suspensions/,"Air Ride Suspensions",air-ride-suspensions,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-SC546,,,,,,,,,
183,http://transamericanautoparts.local/category/lowering-sport-suspensions/,"Lowering &amp; Sport Suspensions",lowering-sport-suspensions,,320,"Lift Kits, Suspension &amp; Shocks",lift-kits-suspension-shocks,0,,,,cat1120291,"Lift Kits, Suspension & Shocks",4wp-us-SC279,,,,,,,,,
184,http://transamericanautoparts.local/category/offroad-racing-fog-driving-lights/,"Offroad Racing, Fog &amp; Driving Lights",offroad-racing-fog-driving-lights,,321,"Lighting &amp; Lighting Accessories",lighting-lighting-accessories,0,,,,4wp-us-C14,"Lighting & Lighting Accessories",cat1120283,,,,,,,,,
185,http://transamericanautoparts.local/category/light-mounting-brackets-cradles/,"Light Mounting Brackets &amp; Cradles",light-mounting-brackets-cradles,,321,"Lighting &amp; Lighting Accessories",lighting-lighting-accessories,0,,,,4wp-us-C14,"Lighting & Lighting Accessories",cat1120289,,,,,,,,,
186,http://transamericanautoparts.local/category/lighting-accessories/,"Lighting Accessories",lighting-accessories,,321,"Lighting &amp; Lighting Accessories",lighting-lighting-accessories,0,,,,4wp-us-C14,"Lighting & Lighting Accessories",4wp-us-SC69,,,,,,,,,
187,http://transamericanautoparts.local/category/auxiliary-lighting/,"Auxiliary Lighting",auxiliary-lighting,,321,"Lighting &amp; Lighting Accessories",lighting-lighting-accessories,0,,,,4wp-us-C14,"Lighting & Lighting Accessories",4wp-us-SC450,,,,,,,,,
188,http://transamericanautoparts.local/category/work-lamps/,"Work Lamps",work-lamps,,321,"Lighting &amp; Lighting Accessories",lighting-lighting-accessories,0,,,,4wp-us-C14,"Lighting & Lighting Accessories",4wp-us-SC449,,,,,,,,,
189,http://transamericanautoparts.local/category/replacement-headlights-tail-lights-bulbs/,"Replacement Headlights, Tail Lights &amp; Bulbs",replacement-headlights-tail-lights-bulbs,,321,"Lighting &amp; Lighting Accessories",lighting-lighting-accessories,0,,,,4wp-us-C14,"Lighting & Lighting Accessories",4wp-us-SC67,,,,,,,,,
190,http://transamericanautoparts.local/category/camping-gear/,"Camping Gear",camping-gear,,322,"Overlanding &amp; Camping",overlanding-camping,0,,,,4wp-us-C88,"Overlanding & Camping",cat1110026,,,,,,,,,
191,http://transamericanautoparts.local/category/backpacks-storage-bags/,"Backpacks &amp; Storage Bags",backpacks-storage-bags,,322,"Overlanding &amp; Camping",overlanding-camping,0,,,,4wp-us-C88,"Overlanding & Camping",4wp-us-49077,,,,,,,,,
192,http://transamericanautoparts.local/category/tents-and-awnings/,"Tents and Awnings",tents-and-awnings,,322,"Overlanding &amp; Camping",overlanding-camping,0,,,,4wp-us-C88,"Overlanding & Camping",4wp-us-SC565,,,,,,,,,
193,http://transamericanautoparts.local/category/camping-trailers/,"Camping Trailers",camping-trailers,,322,"Overlanding &amp; Camping",overlanding-camping,0,,,,4wp-us-C88,"Overlanding & Camping",cat1130118,,,,,,,,,
194,http://transamericanautoparts.local/category/electrical/,Electrical,electrical,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-C72,,,,,,,,,
195,http://transamericanautoparts.local/category/engine-mounts/,"Engine Mounts",engine-mounts,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC551,,,,,,,,,
196,http://transamericanautoparts.local/category/fittings-lines-hardware/,"Fittings, Lines &amp; Hardware",fittings-lines-hardware,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC537,,,,,,,,,
197,http://transamericanautoparts.local/category/gauges/,Gauges,gauges,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC54,,,,,,,,,
198,http://transamericanautoparts.local/category/exhaust-systems-headers-pipes-and-hardware/,"Exhaust Systems, Headers, Pipes and Hardware",exhaust-systems-headers-pipes-and-hardware,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC49,,,,,,,,,
199,http://transamericanautoparts.local/category/intake-kits-air-filter-throttle-body-spacers/,"Intake Kits, Air Filter &amp; Throttle Body Spacers",intake-kits-air-filter-throttle-body-spacers,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC6,,,,,,,,,
200,http://transamericanautoparts.local/category/carburetors-intake-manifolds-and-throttle-body/,"Carburetors, Intake Manifolds, and Throttle Body",carburetors-intake-manifolds-and-throttle-body,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC550,,,,,,,,,
201,http://transamericanautoparts.local/category/gauge-mounting-gauge-accessories/,"Gauge Mounting &amp; Gauge Accessories",gauge-mounting-gauge-accessories,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC561,,,,,,,,,
202,http://transamericanautoparts.local/category/engine-oiling-system/,"Engine Oiling System",engine-oiling-system,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC553,,,,,,,,,
203,http://transamericanautoparts.local/category/pulleys-belts-accessories/,"Pulleys, Belts &amp; Accessories",pulleys-belts-accessories,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC556,,,,,,,,,
204,http://transamericanautoparts.local/category/performance-electronics/,"Performance Electronics",performance-electronics,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC33,,,,,,,,,
205,http://transamericanautoparts.local/category/performance-ignition-systems/,"Performance Ignition Systems",performance-ignition-systems,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC43,,,,,,,,,
206,http://transamericanautoparts.local/category/fuel-injectors-pumps-throttle-control/,"Fuel Injectors, Pumps &amp; Throttle Control",fuel-injectors-pumps-throttle-control,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC368,,,,,,,,,
207,http://transamericanautoparts.local/category/turbo-intercooler-upgrades/,"Turbo &amp; Intercooler Upgrades",turbo-intercooler-upgrades,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC376,,,,,,,,,
208,http://transamericanautoparts.local/category/engine-sensors/,"Engine Sensors",engine-sensors,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC151,,,,,,,,,
209,http://transamericanautoparts.local/category/vehicle-specific-performance-packages/,"Vehicle Specific Performance Packages",vehicle-specific-performance-packages,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC557,,,,,,,,,
210,http://transamericanautoparts.local/category/supercharger-systems/,"Supercharger Systems",supercharger-systems,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC562,,,,,,,,,
211,http://transamericanautoparts.local/category/engine-gaskets-master-rebuild-kits/,"Engine Gaskets &amp; Master Rebuild Kits",engine-gaskets-master-rebuild-kits,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC555,,,,,,,,,
212,http://transamericanautoparts.local/category/fuel-and-oil-filters/,"Fuel and Oil Filters",fuel-and-oil-filters,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC383,,,,,,,,,
213,http://transamericanautoparts.local/category/fluids-additives-and-sealants/,"Fluids, Additives and Sealants",fluids-additives-and-sealants,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC345,,,,,,,,,
214,http://transamericanautoparts.local/category/fuel-tanks-fuel-tank-hardware/,"Fuel Tanks &amp; Fuel Tank Hardware",fuel-tanks-fuel-tank-hardware,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC433,,,,,,,,,
215,http://transamericanautoparts.local/category/diesel-exhaust-brakes/,"Diesel Exhaust Brakes",diesel-exhaust-brakes,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC364,,,,,,,,,
216,http://transamericanautoparts.local/category/engine-dress-up-and-valve-covers/,"Engine Dress up and Valve Covers",engine-dress-up-and-valve-covers,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC552,,,,,,,,,
217,http://transamericanautoparts.local/category/engine-camshaft-valvetrain/,"Engine Camshaft &amp; Valvetrain",engine-camshaft-valvetrain,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC549,,,,,,,,,
218,http://transamericanautoparts.local/category/engine-rotating-assembly/,"Engine Rotating Assembly",engine-rotating-assembly,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC554,,,,,,,,,
219,http://transamericanautoparts.local/category/engines-assemblies/,"Engines &amp; Assemblies",engines-assemblies,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",4wp-us-SC46,,,,,,,,,
220,http://transamericanautoparts.local/category/engine-conversion-packages/,"Engine Conversion Packages",engine-conversion-packages,,323,"Performance Parts",performance-parts,0,,,,4wp-us-S4,"Performance Parts",cat1120370,,,,,,,,,
221,http://transamericanautoparts.local/category/drive-shafts-and-parts/,"Drive Shafts and Parts",drive-shafts-and-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC593,,,,,,,,,
222,http://transamericanautoparts.local/category/replacement-body-parts/,"Replacement Body Parts",replacement-body-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC581,,,,,,,,,
223,http://transamericanautoparts.local/category/mirror-parts/,"Mirror Parts",mirror-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC590,,,,,,,,,
224,http://transamericanautoparts.local/category/brake-parts/,"Brake Parts",brake-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC583,,,,,,,,,
225,http://transamericanautoparts.local/category/axle-parts/,"Axle Parts",axle-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC578,,,,,,,,,
226,http://transamericanautoparts.local/category/door-parts/,"Door Parts",door-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC579,,,,,,,,,
227,http://transamericanautoparts.local/category/wiper-parts/,"Wiper Parts",wiper-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC592,,,,,,,,,
228,http://transamericanautoparts.local/category/replacement-liftgate-parts/,"Replacement Liftgate Parts",replacement-liftgate-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC575,,,,,,,,,
229,http://transamericanautoparts.local/category/dash-parts/,"Dash Parts",dash-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC587,,,,,,,,,
230,http://transamericanautoparts.local/category/electrical-parts/,"Electrical Parts",electrical-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC597,,,,,,,,,
231,http://transamericanautoparts.local/category/transfer-case-parts/,"Transfer Case Parts",transfer-case-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC582,,,,,,,,,
232,http://transamericanautoparts.local/category/cooling-parts/,"Cooling Parts",cooling-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC577,,,,,,,,,
233,http://transamericanautoparts.local/category/windshield-frame-parts/,"Windshield Frame Parts",windshield-frame-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",cat1440216,,,,,,,,,
234,http://transamericanautoparts.local/category/suspension-parts/,"Suspension Parts",suspension-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC573,,,,,,,,,
235,http://transamericanautoparts.local/category/fuel-parts/,"Fuel Parts",fuel-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC588,,,,,,,,,
236,http://transamericanautoparts.local/category/exhaust/,Exhaust,exhaust,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC586,,,,,,,,,
237,http://transamericanautoparts.local/category/air-intake-parts/,"Air Intake Parts",air-intake-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC596,,,,,,,,,
238,http://transamericanautoparts.local/category/steering-column-parts/,"Steering Column Parts",steering-column-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC594,,,,,,,,,
239,http://transamericanautoparts.local/category/transmission-parts/,"Transmission Parts",transmission-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC598,,,,,,,,,
240,http://transamericanautoparts.local/category/clutch-parts/,"Clutch Parts",clutch-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC576,,,,,,,,,
241,http://transamericanautoparts.local/category/replacement-tailgate-parts/,"Replacement Tailgate Parts",replacement-tailgate-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC595,,,,,,,,,
242,http://transamericanautoparts.local/category/lighting-parts/,"Lighting Parts",lighting-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC589,,,,,,,,,
243,http://transamericanautoparts.local/category/steering-parts/,"Steering Parts",steering-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC574,,,,,,,,,
244,http://transamericanautoparts.local/category/air-conditioning-parts/,"Air Conditioning Parts",air-conditioning-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC591,,,,,,,,,
245,http://transamericanautoparts.local/category/engine-parts/,"Engine Parts",engine-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC585,,,,,,,,,
246,http://transamericanautoparts.local/category/heating-parts/,"Heating Parts",heating-parts,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-SC580,,,,,,,,,
247,http://transamericanautoparts.local/category/interior-trim-panels/,"Interior Trim Panels",interior-trim-panels,,324,"Replacement Parts",replacement-parts,0,,,,4wp-us-S8,"Replacement Parts",4wp-us-19014,,,,,,,,,
248,http://transamericanautoparts.local/category/nerf-bars-steps/,"Nerf Bars &amp; Steps",nerf-bars-steps,,325,"Side Steps &amp; Running Boards",side-steps-running-boards,0,,,,4wp-us-C70,"Side Steps & Running Boards",4wp-us-SC75,,,,,,,,,
249,http://transamericanautoparts.local/category/rock-sliders/,"Rock Sliders",rock-sliders,,325,"Side Steps &amp; Running Boards",side-steps-running-boards,0,,,,4wp-us-C70,"Side Steps & Running Boards",cat2310001,,,,,,,,,
250,http://transamericanautoparts.local/category/running-boards/,"Running Boards",running-boards,,325,"Side Steps &amp; Running Boards",side-steps-running-boards,0,,,,4wp-us-C70,"Side Steps & Running Boards",4wp-us-SC86,,,,,,,,,
251,http://transamericanautoparts.local/category/electric-steps-running-boards/,"Electric Steps &amp; Running Boards",electric-steps-running-boards,,325,"Side Steps &amp; Running Boards",side-steps-running-boards,0,,,,4wp-us-C70,"Side Steps & Running Boards",cat1130228,,,,,,,,,
252,http://transamericanautoparts.local/category/wheels/,Wheels,wheels,,326,"Tires &amp; Wheels",tires-wheels,0,,,,4wp-us-C11,"Tires & Wheels",4wp-us-7644,,,,,,,,,
253,http://transamericanautoparts.local/category/tires/,Tires,tires,,326,"Tires &amp; Wheels",tires-wheels,0,,,,4wp-us-C11,"Tires & Wheels",4wp-us-7636,,,,,,,,,
254,http://transamericanautoparts.local/category/tire-wheel-accessories/,"Tire &amp; Wheel Accessories",tire-wheel-accessories,,326,"Tires &amp; Wheels",tires-wheels,0,,,,4wp-us-C11,"Tires & Wheels",4wp-us-SC107,,,,,,,,,
255,http://transamericanautoparts.local/category/tire-wheel-packages/,"Tire &amp; Wheel Packages",tire-wheel-packages,,326,"Tires &amp; Wheels",tires-wheels,0,,,,4wp-us-C11,"Tires & Wheels",4wp-us-18468,,,,,,,,,
