"Term ID","Term Name","Term Slug","Parent Slug"
13305,Toyota,2000-toyota,2000
13306,Acura,1999-acura,1999
13307,"AM General",1999-am-general,1999
13308,Cadillac,1999-cadillac,1999
13309,Chevrolet,1999-chevrolet,1999
13310,Dodge,1999-dodge,1999
13311,Ford,1999-ford,1999
13312,GMC,1999-gmc,1999
13313,Honda,1999-honda,1999
13314,Infiniti,1999-infiniti,1999
13315,Isuzu,1999-isuzu,1999
13316,Jeep,1999-jeep,1999
13317,Kia,1999-kia,1999
13318,Laforza,1999-laforza,1999
13319,"Land Rover",1999-land-rover,1999
13320,Lexus,1999-lexus,1999
13321,Lincoln,1999-lincoln,1999
13322,Mazda,1999-mazda,1999
13323,Mercedes-Benz,1999-mercedes-benz,1999
13324,Mercury,1999-mercury,1999
13325,Mitsubishi,1999-mitsubishi,1999
13326,Nissan,1999-nissan,1999
13327,Oldsmobile,1999-oldsmobile,1999
13328,Subaru,1999-subaru,1999
13329,Suzuki,1999-suzuki,1999
13330,Toyota,1999-toyota,1999
13331,Acura,1998-acura,1998
13332,"AM General",1998-am-general,1998
13333,Chevrolet,1998-chevrolet,1998
13334,Dodge,1998-dodge,1998
13335,Ford,1998-ford,1998
13336,GMC,1998-gmc,1998
13337,Honda,1998-honda,1998
13338,Infiniti,1998-infiniti,1998
13339,Isuzu,1998-isuzu,1998
13340,Jeep,1998-jeep,1998
13341,Kia,1998-kia,1998
13342,Laforza,1998-laforza,1998
13343,"Land Rover",1998-land-rover,1998
13344,Lexus,1998-lexus,1998
13345,Lincoln,1998-lincoln,1998
13346,Mazda,1998-mazda,1998
13347,Mercedes-Benz,1998-mercedes-benz,1998
13348,Mercury,1998-mercury,1998
13349,Mitsubishi,1998-mitsubishi,1998
13350,Nissan,1998-nissan,1998
13351,Oldsmobile,1998-oldsmobile,1998
13352,Subaru,1998-subaru,1998
13353,Suzuki,1998-suzuki,1998
13354,Toyota,1998-toyota,1998
13355,Acura,1997-acura,1997
13356,"AM General",1997-am-general,1997
13357,Chevrolet,1997-chevrolet,1997
13358,Dodge,1997-dodge,1997
13359,Ford,1997-ford,1997
13360,Geo,1997-geo,1997
13361,GMC,1997-gmc,1997
13362,Honda,1997-honda,1997
13363,Infiniti,1997-infiniti,1997
13364,Isuzu,1997-isuzu,1997
13365,Jeep,1997-jeep,1997
13366,Kia,1997-kia,1997
13367,Laforza,1997-laforza,1997
13368,"Land Rover",1997-land-rover,1997
13369,Lexus,1997-lexus,1997
13370,Mazda,1997-mazda,1997
13371,Mercury,1997-mercury,1997
13372,Mitsubishi,1997-mitsubishi,1997
13373,Nissan,1997-nissan,1997
13374,Oldsmobile,1997-oldsmobile,1997
13375,Suzuki,1997-suzuki,1997
13376,Toyota,1997-toyota,1997
13377,Acura,1996-acura,1996
13378,"AM General",1996-am-general,1996
13379,Chevrolet,1996-chevrolet,1996
13380,Dodge,1996-dodge,1996
13381,Ford,1996-ford,1996
13382,Geo,1996-geo,1996
13383,GMC,1996-gmc,1996
13384,Honda,1996-honda,1996
13385,Isuzu,1996-isuzu,1996
13386,Jeep,1996-jeep,1996
13387,Kia,1996-kia,1996
13388,Laforza,1996-laforza,1996
13389,"Land Rover",1996-land-rover,1996
13390,Lexus,1996-lexus,1996
13391,Mazda,1996-mazda,1996
13392,Mitsubishi,1996-mitsubishi,1996
13393,Nissan,1996-nissan,1996
13394,Oldsmobile,1996-oldsmobile,1996
13395,Suzuki,1996-suzuki,1996
13396,Toyota,1996-toyota,1996
13397,"AM General",1995-am-general,1995
13398,Chevrolet,1995-chevrolet,1995
13399,Dodge,1995-dodge,1995
13400,Ford,1995-ford,1995
13401,Geo,1995-geo,1995
13402,GMC,1995-gmc,1995
13403,Honda,1995-honda,1995
13404,Isuzu,1995-isuzu,1995
13405,Jeep,1995-jeep,1995
13406,Kia,1995-kia,1995
13407,Laforza,1995-laforza,1995
13408,"Land Rover",1995-land-rover,1995
13409,Mazda,1995-mazda,1995
13410,Mitsubishi,1995-mitsubishi,1995
13411,Nissan,1995-nissan,1995
13412,Suzuki,1995-suzuki,1995
13413,Toyota,1995-toyota,1995
13414,"AM General",1994-am-general,1994
13415,Chevrolet,1994-chevrolet,1994
13416,Dodge,1994-dodge,1994
13417,Ford,1994-ford,1994
13418,Geo,1994-geo,1994
13419,GMC,1994-gmc,1994
13420,Honda,1994-honda,1994
13421,Isuzu,1994-isuzu,1994
13422,Jeep,1994-jeep,1994
13423,Laforza,1994-laforza,1994
13424,"Land Rover",1994-land-rover,1994
13425,Mazda,1994-mazda,1994
13426,Mitsubishi,1994-mitsubishi,1994
13427,Nissan,1994-nissan,1994
13428,Oldsmobile,1994-oldsmobile,1994
13429,Suzuki,1994-suzuki,1994
13430,Toyota,1994-toyota,1994
13431,Utilimaster,1994-utilimaster,1994
13432,"AM General",1993-am-general,1993
13433,Chevrolet,1993-chevrolet,1993
13434,Dodge,1993-dodge,1993
13435,Ford,1993-ford,1993
13436,Geo,1993-geo,1993
13437,GMC,1993-gmc,1993
13438,Isuzu,1993-isuzu,1993
13439,Jeep,1993-jeep,1993
13440,Laforza,1993-laforza,1993
13441,Lamborghini,1993-lamborghini,1993
13442,"Land Rover",1993-land-rover,1993
13443,Mazda,1993-mazda,1993
13444,Mitsubishi,1993-mitsubishi,1993
13445,Nissan,1993-nissan,1993
13446,Oldsmobile,1993-oldsmobile,1993
13447,Suzuki,1993-suzuki,1993
13448,Toyota,1993-toyota,1993
13449,Utilimaster,1993-utilimaster,1993
13450,"AM General",1992-am-general,1992
13451,Chevrolet,1992-chevrolet,1992
13452,Daihatsu,1992-daihatsu,1992
13453,Dodge,1992-dodge,1992
13454,Ford,1992-ford,1992
13455,Geo,1992-geo,1992
13456,GMC,1992-gmc,1992
13457,Isuzu,1992-isuzu,1992
13458,Jeep,1992-jeep,1992
13459,Laforza,1992-laforza,1992
13460,Lamborghini,1992-lamborghini,1992
13461,"Land Rover",1992-land-rover,1992
13462,Mazda,1992-mazda,1992
13463,Mitsubishi,1992-mitsubishi,1992
13464,Nissan,1992-nissan,1992
13465,Oldsmobile,1992-oldsmobile,1992
13466,Suzuki,1992-suzuki,1992
13467,Toyota,1992-toyota,1992
13468,Utilimaster,1992-utilimaster,1992
13469,Chevrolet,1991-chevrolet,1991
13470,Daihatsu,1991-daihatsu,1991
13471,Dodge,1991-dodge,1991
13472,Ford,1991-ford,1991
13473,Geo,1991-geo,1991
13474,GMC,1991-gmc,1991
13475,Isuzu,1991-isuzu,1991
13476,Jeep,1991-jeep,1991
13477,Laforza,1991-laforza,1991
13478,Lamborghini,1991-lamborghini,1991
13479,"Land Rover",1991-land-rover,1991
13480,Mazda,1991-mazda,1991
13481,Mitsubishi,1991-mitsubishi,1991
13482,Nissan,1991-nissan,1991
13483,Oldsmobile,1991-oldsmobile,1991
13484,Suzuki,1991-suzuki,1991
13485,Toyota,1991-toyota,1991
13486,Utilimaster,1991-utilimaster,1991
13487,Chevrolet,1990-chevrolet,1990
13488,Daihatsu,1990-daihatsu,1990
13489,Dodge,1990-dodge,1990
13490,Ford,1990-ford,1990
13491,Geo,1990-geo,1990
13492,GMC,1990-gmc,1990
13493,Isuzu,1990-isuzu,1990
13494,Jeep,1990-jeep,1990
13495,Laforza,1990-laforza,1990
13496,Lamborghini,1990-lamborghini,1990
13497,"Land Rover",1990-land-rover,1990
13498,Mazda,1990-mazda,1990
13499,Mitsubishi,1990-mitsubishi,1990
13500,Nissan,1990-nissan,1990
13501,Suzuki,1990-suzuki,1990
13502,Toyota,1990-toyota,1990
13503,Utilimaster,1990-utilimaster,1990
13504,Chevrolet,1989-chevrolet,1989
13505,Dodge,1989-dodge,1989
13506,Ford,1989-ford,1989
13507,Geo,1989-geo,1989
13508,GMC,1989-gmc,1989
13509,Isuzu,1989-isuzu,1989
13510,Jeep,1989-jeep,1989
13511,Laforza,1989-laforza,1989
13512,Lamborghini,1989-lamborghini,1989
13513,"Land Rover",1989-land-rover,1989
13514,Mazda,1989-mazda,1989
13515,Mitsubishi,1989-mitsubishi,1989
13516,Nissan,1989-nissan,1989
13517,Suzuki,1989-suzuki,1989
13518,Toyota,1989-toyota,1989
13519,Utilimaster,1989-utilimaster,1989
13520,Chevrolet,1988-chevrolet,1988
13521,Dodge,1988-dodge,1988
13522,Ford,1988-ford,1988
13523,GMC,1988-gmc,1988
13524,Isuzu,1988-isuzu,1988
13525,Jeep,1988-jeep,1988
13526,Lamborghini,1988-lamborghini,1988
13527,"Land Rover",1988-land-rover,1988
13528,Mazda,1988-mazda,1988
13529,Mitsubishi,1988-mitsubishi,1988
13530,Nissan,1988-nissan,1988
13531,Suzuki,1988-suzuki,1988
13532,Toyota,1988-toyota,1988
13533,Chevrolet,1987-chevrolet,1987
13534,Dodge,1987-dodge,1987
13535,Ford,1987-ford,1987
13536,GMC,1987-gmc,1987
13537,Isuzu,1987-isuzu,1987
13538,Jeep,1987-jeep,1987
13539,Lamborghini,1987-lamborghini,1987
13540,"Land Rover",1987-land-rover,1987
13541,Mazda,1987-mazda,1987
13542,Mitsubishi,1987-mitsubishi,1987
13543,Nissan,1987-nissan,1987
13544,Subaru,1987-subaru,1987
13545,Suzuki,1987-suzuki,1987
13546,Toyota,1987-toyota,1987
13547,Chevrolet,1986-chevrolet,1986
13548,Dodge,1986-dodge,1986
13549,Ford,1986-ford,1986
13550,GMC,1986-gmc,1986
13551,Isuzu,1986-isuzu,1986
13552,Jeep,1986-jeep,1986
13553,Lamborghini,1986-lamborghini,1986
13554,Mazda,1986-mazda,1986
13555,Mitsubishi,1986-mitsubishi,1986
13556,Nissan,1986-nissan,1986
13557,Subaru,1986-subaru,1986
13558,Suzuki,1986-suzuki,1986
13559,Toyota,1986-toyota,1986
13560,Chevrolet,1985-chevrolet,1985
13561,Dodge,1985-dodge,1985
13562,Ford,1985-ford,1985
13563,GMC,1985-gmc,1985
13564,Isuzu,1985-isuzu,1985
13565,Jeep,1985-jeep,1985
13566,Mitsubishi,1985-mitsubishi,1985
13567,Nissan,1985-nissan,1985
13568,Subaru,1985-subaru,1985
13569,Suzuki,1985-suzuki,1985
13570,Toyota,1985-toyota,1985
13571,Chevrolet,1984-chevrolet,1984
13572,Dodge,1984-dodge,1984
13573,Ford,1984-ford,1984
13574,GMC,1984-gmc,1984
13575,Isuzu,1984-isuzu,1984
13576,Jeep,1984-jeep,1984
13577,Mazda,1984-mazda,1984
13578,Mitsubishi,1984-mitsubishi,1984
13579,Nissan,1984-nissan,1984
13580,Subaru,1984-subaru,1984
13581,Toyota,1984-toyota,1984
13582,Chevrolet,1983-chevrolet,1983
13583,Dodge,1983-dodge,1983
13584,Ford,1983-ford,1983
13585,GMC,1983-gmc,1983
13586,Isuzu,1983-isuzu,1983
13587,Jeep,1983-jeep,1983
13588,Mazda,1983-mazda,1983
13589,Mitsubishi,1983-mitsubishi,1983
13590,Nissan,1983-nissan,1983
13591,Subaru,1983-subaru,1983
13592,Toyota,1983-toyota,1983
13593,Volkswagen,1983-volkswagen,1983
13594,Chevrolet,1982-chevrolet,1982
13595,Dodge,1982-dodge,1982
13596,Ford,1982-ford,1982
13597,GMC,1982-gmc,1982
13598,Isuzu,1982-isuzu,1982
13599,Jeep,1982-jeep,1982
13600,Mazda,1982-mazda,1982
13601,Nissan,1982-nissan,1982
13602,Plymouth,1982-plymouth,1982
13603,Subaru,1982-subaru,1982
13604,Toyota,1982-toyota,1982
13605,Volkswagen,1982-volkswagen,1982
13606,Chevrolet,1981-chevrolet,1981
13607,Dodge,1981-dodge,1981
13608,Ford,1981-ford,1981
13609,GMC,1981-gmc,1981
13610,Isuzu,1981-isuzu,1981
13611,Jeep,1981-jeep,1981
13612,Mazda,1981-mazda,1981
13613,Nissan,1981-nissan,1981
13614,Plymouth,1981-plymouth,1981
13615,Subaru,1981-subaru,1981
13616,Toyota,1981-toyota,1981
13617,Volkswagen,1981-volkswagen,1981
13618,Chevrolet,1980-chevrolet,1980
13619,Dodge,1980-dodge,1980
13620,Ford,1980-ford,1980
13621,GMC,1980-gmc,1980
13622,International,1980-international,1980
13623,Jeep,1980-jeep,1980
13624,Mazda,1980-mazda,1980
13625,Nissan,1980-nissan,1980
13626,Plymouth,1980-plymouth,1980
13627,Subaru,1980-subaru,1980
13628,Toyota,1980-toyota,1980
13629,Volkswagen,1980-volkswagen,1980
13630,Chevrolet,1979-chevrolet,1979
13631,Dodge,1979-dodge,1979
13632,Ford,1979-ford,1979
13633,GMC,1979-gmc,1979
13634,International,1979-international,1979
13635,Jeep,1979-jeep,1979
13636,Mazda,1979-mazda,1979
13637,Nissan,1979-nissan,1979
13638,Plymouth,1979-plymouth,1979
13639,Subaru,1979-subaru,1979
13640,Toyota,1979-toyota,1979
13641,Chevrolet,1978-chevrolet,1978
13642,Dodge,1978-dodge,1978
13643,Ford,1978-ford,1978
13644,GMC,1978-gmc,1978
13645,International,1978-international,1978
13646,Jeep,1978-jeep,1978
13647,Mazda,1978-mazda,1978
13648,Nissan,1978-nissan,1978
13649,Plymouth,1978-plymouth,1978
13650,Subaru,1978-subaru,1978
13651,Toyota,1978-toyota,1978
13652,Chevrolet,1977-chevrolet,1977
13653,Dodge,1977-dodge,1977
13654,Ford,1977-ford,1977
13655,GMC,1977-gmc,1977
13656,International,1977-international,1977
13657,Jeep,1977-jeep,1977
13658,Mazda,1977-mazda,1977
13659,Nissan,1977-nissan,1977
13660,Plymouth,1977-plymouth,1977
13661,Toyota,1977-toyota,1977
13662,Chevrolet,1976-chevrolet,1976
13663,Dodge,1976-dodge,1976
13664,Ford,1976-ford,1976
13665,GMC,1976-gmc,1976
13666,International,1976-international,1976
13667,Jeep,1976-jeep,1976
13668,Mazda,1976-mazda,1976
13669,Nissan,1976-nissan,1976
13670,Plymouth,1976-plymouth,1976
13671,Toyota,1976-toyota,1976
13672,Chevrolet,1975-chevrolet,1975
13673,Dodge,1975-dodge,1975
13674,Ford,1975-ford,1975
13675,GMC,1975-gmc,1975
13676,International,1975-international,1975
13677,Jeep,1975-jeep,1975
13678,Mazda,1975-mazda,1975
13679,Nissan,1975-nissan,1975
13680,Plymouth,1975-plymouth,1975
13681,Toyota,1975-toyota,1975
13682,"AM General",1974-am-general,1974
13683,Chevrolet,1974-chevrolet,1974
13684,Dodge,1974-dodge,1974
13685,Ford,1974-ford,1974
13686,GMC,1974-gmc,1974
13687,International,1974-international,1974
13688,Jeep,1974-jeep,1974
13689,"Land Rover",1974-land-rover,1974
13690,Mazda,1974-mazda,1974
13691,Nissan,1974-nissan,1974
13692,Plymouth,1974-plymouth,1974
13693,Toyota,1974-toyota,1974
13694,"AM General",1973-am-general,1973
13695,Chevrolet,1973-chevrolet,1973
13696,Dodge,1973-dodge,1973
13697,Ford,1973-ford,1973
13698,GMC,1973-gmc,1973
13699,International,1973-international,1973
13700,Jeep,1973-jeep,1973
13701,"Land Rover",1973-land-rover,1973
13702,Mazda,1973-mazda,1973
13703,Nissan,1973-nissan,1973
13704,Toyota,1973-toyota,1973
13705,"AM General",1972-am-general,1972
13706,Chevrolet,1972-chevrolet,1972
13707,Dodge,1972-dodge,1972
13708,Ford,1972-ford,1972
13709,GMC,1972-gmc,1972
13710,International,1972-international,1972
13711,Jeep,1972-jeep,1972
13712,"Land Rover",1972-land-rover,1972
13713,Mazda,1972-mazda,1972
13714,Nissan,1972-nissan,1972
13715,Toyota,1972-toyota,1972
13716,"AM General",1971-am-general,1971
13717,Chevrolet,1971-chevrolet,1971
13718,Dodge,1971-dodge,1971
13719,Ford,1971-ford,1971
13720,GMC,1971-gmc,1971
13721,International,1971-international,1971
13722,Jeep,1971-jeep,1971
13723,"Land Rover",1971-land-rover,1971
13724,Nissan,1971-nissan,1971
13725,Toyota,1971-toyota,1971
13726,"AM General",1970-am-general,1970
13727,Chevrolet,1970-chevrolet,1970
13728,Dodge,1970-dodge,1970
13729,Ford,1970-ford,1970
13730,GMC,1970-gmc,1970
13731,International,1970-international,1970
13732,Jeep,1970-jeep,1970
13733,"Land Rover",1970-land-rover,1970
13734,Nissan,1970-nissan,1970
13735,Toyota,1970-toyota,1970
13736,"AM General",1969-am-general,1969
13737,Chevrolet,1969-chevrolet,1969
13738,Dodge,1969-dodge,1969
13739,Ford,1969-ford,1969
13740,GMC,1969-gmc,1969
13741,International,1969-international,1969
13742,Jeep,1969-jeep,1969
13743,"Land Rover",1969-land-rover,1969
13744,Nissan,1969-nissan,1969
13745,Toyota,1969-toyota,1969
13746,Chevrolet,1968-chevrolet,1968
13747,Dodge,1968-dodge,1968
13748,Ford,1968-ford,1968
13749,GMC,1968-gmc,1968
13750,International,1968-international,1968
13751,Jeep,1968-jeep,1968
13752,"Land Rover",1968-land-rover,1968
13753,Nissan,1968-nissan,1968
13754,Toyota,1968-toyota,1968
13755,Chevrolet,1967-chevrolet,1967
13756,Dodge,1967-dodge,1967
13757,Ford,1967-ford,1967
13758,GMC,1967-gmc,1967
13759,International,1967-international,1967
13760,Jeep,1967-jeep,1967
13761,"Land Rover",1967-land-rover,1967
13762,Nissan,1967-nissan,1967
13763,Toyota,1967-toyota,1967
13764,Chevrolet,1966-chevrolet,1966
13765,Dodge,1966-dodge,1966
13766,Ford,1966-ford,1966
13767,GMC,1966-gmc,1966
13768,International,1966-international,1966
13769,Jeep,1966-jeep,1966
13770,"Land Rover",1966-land-rover,1966
13771,Nissan,1966-nissan,1966
13772,Toyota,1966-toyota,1966
13773,Chevrolet,1965-chevrolet,1965
13774,Dodge,1965-dodge,1965
13775,Ford,1965-ford,1965
13776,GMC,1965-gmc,1965
13777,International,1965-international,1965
13778,Jeep,1965-jeep,1965
13779,"Land Rover",1965-land-rover,1965
13780,Nissan,1965-nissan,1965
13781,Toyota,1965-toyota,1965
13782,Chevrolet,1964-chevrolet,1964
13783,Dodge,1964-dodge,1964
13784,Ford,1964-ford,1964
13785,GMC,1964-gmc,1964
13786,International,1964-international,1964
13787,Jeep,1964-jeep,1964
13788,"Land Rover",1964-land-rover,1964
13789,Nissan,1964-nissan,1964
13790,Studebaker,1964-studebaker,1964
13791,Toyota,1964-toyota,1964
13792,Chevrolet,1963-chevrolet,1963
13793,Dodge,1963-dodge,1963
13794,Ford,1963-ford,1963
13795,GMC,1963-gmc,1963
13796,International,1963-international,1963
13797,Jeep,1963-jeep,1963
13798,"Land Rover",1963-land-rover,1963
13799,Nissan,1963-nissan,1963
13800,Studebaker,1963-studebaker,1963
13801,Toyota,1963-toyota,1963
13802,Chevrolet,1962-chevrolet,1962
13803,Dodge,1962-dodge,1962
13804,Ford,1962-ford,1962
13805,GMC,1962-gmc,1962
13806,International,1962-international,1962
13807,Jeep,1962-jeep,1962
13808,"Land Rover",1962-land-rover,1962
13809,Nissan,1962-nissan,1962
13810,Studebaker,1962-studebaker,1962
13811,Toyota,1962-toyota,1962
13812,Chevrolet,1961-chevrolet,1961
13813,Dodge,1961-dodge,1961
13814,Ford,1961-ford,1961
13815,GMC,1961-gmc,1961
13816,International,1961-international,1961
13817,Jeep,1961-jeep,1961
13818,"Land Rover",1961-land-rover,1961
13819,Nissan,1961-nissan,1961
13820,Studebaker,1961-studebaker,1961
13821,Toyota,1961-toyota,1961
13822,Chevrolet,1960-chevrolet,1960
13823,Dodge,1960-dodge,1960
13824,Ford,1960-ford,1960
13825,GMC,1960-gmc,1960
13826,International,1960-international,1960
13827,Jeep,1960-jeep,1960
13828,"Land Rover",1960-land-rover,1960
13829,Studebaker,1960-studebaker,1960
13830,Toyota,1960-toyota,1960
13831,Chevrolet,1959-chevrolet,1959
13832,Dodge,1959-dodge,1959
13833,Ford,1959-ford,1959
13834,GMC,1959-gmc,1959
13835,International,1959-international,1959
13836,Jeep,1959-jeep,1959
13837,"Land Rover",1959-land-rover,1959
13838,Studebaker,1959-studebaker,1959
13839,Chevrolet,1958-chevrolet,1958
13840,Dodge,1958-dodge,1958
13841,Ford,1958-ford,1958
13842,GMC,1958-gmc,1958
13843,International,1958-international,1958
13844,Jeep,1958-jeep,1958
13845,"Land Rover",1958-land-rover,1958
13846,Studebaker,1958-studebaker,1958
13847,Chevrolet,1957-chevrolet,1957
13848,Dodge,1957-dodge,1957
13849,Ford,1957-ford,1957
13850,GMC,1957-gmc,1957
13851,International,1957-international,1957
13852,Jeep,1957-jeep,1957
13853,"Land Rover",1957-land-rover,1957
13854,Studebaker,1957-studebaker,1957
13855,Chevrolet,1956-chevrolet,1956
13856,Dodge,1956-dodge,1956
13857,Ford,1956-ford,1956
13858,GMC,1956-gmc,1956
13859,International,1956-international,1956
13860,Jeep,1956-jeep,1956
13861,"Land Rover",1956-land-rover,1956
13862,Studebaker,1956-studebaker,1956
13863,Chevrolet,1955-chevrolet,1955
13864,Dodge,1955-dodge,1955
13865,Ford,1955-ford,1955
13866,GMC,1955-gmc,1955
13867,International,1955-international,1955
13868,Jeep,1955-jeep,1955
13869,"Land Rover",1955-land-rover,1955
13870,Studebaker,1955-studebaker,1955
13871,Willys,1955-willys,1955
13872,Chevrolet,1954-chevrolet,1954
13873,Dodge,1954-dodge,1954
13874,Ford,1954-ford,1954
13875,GMC,1954-gmc,1954
13876,International,1954-international,1954
13877,Jeep,1954-jeep,1954
13878,"Land Rover",1954-land-rover,1954
13879,Studebaker,1954-studebaker,1954
13880,Willys,1954-willys,1954
13881,Chevrolet,1953-chevrolet,1953
13882,Dodge,1953-dodge,1953
13883,Ford,1953-ford,1953
13884,GMC,1953-gmc,1953
13885,International,1953-international,1953
13886,Jeep,1953-jeep,1953
13887,"Land Rover",1953-land-rover,1953
13888,Studebaker,1953-studebaker,1953
13889,Willys,1953-willys,1953
13890,Chevrolet,1952-chevrolet,1952
13891,Crosley,1952-crosley,1952
13892,Dodge,1952-dodge,1952
13893,Ford,1952-ford,1952
13894,GMC,1952-gmc,1952
13895,International,1952-international,1952
13896,Jeep,1952-jeep,1952
13897,"Land Rover",1952-land-rover,1952
13898,Studebaker,1952-studebaker,1952
13899,Willys,1952-willys,1952
13900,Chevrolet,1951-chevrolet,1951
13901,Crosley,1951-crosley,1951
13902,Dodge,1951-dodge,1951
13903,Ford,1951-ford,1951
13904,GMC,1951-gmc,1951
13905,International,1951-international,1951
13906,Jeep,1951-jeep,1951
13907,"Land Rover",1951-land-rover,1951
13908,Studebaker,1951-studebaker,1951
13909,Willys,1951-willys,1951
13910,Chevrolet,1950-chevrolet,1950
13911,Crosley,1950-crosley,1950
13912,Dodge,1950-dodge,1950
13913,Ford,1950-ford,1950
13914,GMC,1950-gmc,1950
13915,International,1950-international,1950
13916,Jeep,1950-jeep,1950
13917,"Land Rover",1950-land-rover,1950
13918,Studebaker,1950-studebaker,1950
13919,Willys,1950-willys,1950
13920,Chevrolet,1949-chevrolet,1949
13921,Crosley,1949-crosley,1949
13922,Dodge,1949-dodge,1949
13923,Ford,1949-ford,1949
13924,GMC,1949-gmc,1949
13925,Jeep,1949-jeep,1949
13926,"Land Rover",1949-land-rover,1949
13927,Studebaker,1949-studebaker,1949
13928,Willys,1949-willys,1949
13929,Chevrolet,1948-chevrolet,1948
13930,Crosley,1948-crosley,1948
13931,Dodge,1948-dodge,1948
13932,Ford,1948-ford,1948
13933,GMC,1948-gmc,1948
13934,Jeep,1948-jeep,1948
13935,"Land Rover",1948-land-rover,1948
13936,Studebaker,1948-studebaker,1948
13937,Willys,1948-willys,1948
13938,Chevrolet,1947-chevrolet,1947
13939,Crosley,1947-crosley,1947
13940,Dodge,1947-dodge,1947
13941,Ford,1947-ford,1947
13942,GMC,1947-gmc,1947
13943,Hudson,1947-hudson,1947
13944,Jeep,1947-jeep,1947
13945,Studebaker,1947-studebaker,1947
13946,Willys,1947-willys,1947
13947,Chevrolet,1946-chevrolet,1946
13948,Dodge,1946-dodge,1946
13949,Ford,1946-ford,1946
13950,GMC,1946-gmc,1946
13951,Hudson,1946-hudson,1946
13952,Jeep,1946-jeep,1946
13953,Studebaker,1946-studebaker,1946
13954,Willys,1946-willys,1946
13955,Chevrolet,1945-chevrolet,1945
13956,Dodge,1945-dodge,1945
13957,Ford,1945-ford,1945
13958,GMC,1945-gmc,1945
13959,Jeep,1945-jeep,1945
13960,Studebaker,1945-studebaker,1945
13961,Willys,1945-willys,1945
13962,Chevrolet,1944-chevrolet,1944
13963,Dodge,1944-dodge,1944
13964,Ford,1944-ford,1944
13965,GMC,1944-gmc,1944
13966,Jeep,1944-jeep,1944
13967,Studebaker,1944-studebaker,1944
13968,Chevrolet,1943-chevrolet,1943
13969,Dodge,1943-dodge,1943
13970,Ford,1943-ford,1943
13971,GMC,1943-gmc,1943
13972,Jeep,1943-jeep,1943
13973,Studebaker,1943-studebaker,1943
13974,Willys,1943-willys,1943
13975,Chevrolet,1942-chevrolet,1942
13976,Dodge,1942-dodge,1942
13977,Ford,1942-ford,1942
13978,GMC,1942-gmc,1942
13979,Studebaker,1942-studebaker,1942
13980,Willys,1942-willys,1942
13981,Chevrolet,1941-chevrolet,1941
13982,Dodge,1941-dodge,1941
13983,Ford,1941-ford,1941
13984,GMC,1941-gmc,1941
13985,Studebaker,1941-studebaker,1941
13986,Willys,1941-willys,1941
13987,Chevrolet,1940-chevrolet,1940
13988,Dodge,1940-dodge,1940
13989,Fargo,1940-fargo,1940
13990,Ford,1940-ford,1940
13991,GMC,1940-gmc,1940
13992,Willys,1940-willys,1940
13993,Chevrolet,1939-chevrolet,1939
13994,Dodge,1939-dodge,1939
13995,Fargo,1939-fargo,1939
13996,Ford,1939-ford,1939
13997,GMC,1939-gmc,1939
13998,Studebaker,1939-studebaker,1939
13999,Willys,1939-willys,1939
14000,Chevrolet,1938-chevrolet,1938
14001,Dodge,1938-dodge,1938
14002,Ford,1938-ford,1938
14003,GMC,1938-gmc,1938
14004,Plymouth,1938-plymouth,1938
14005,Studebaker,1938-studebaker,1938
14006,Willys,1938-willys,1938
14007,Chevrolet,1937-chevrolet,1937
14008,Dodge,1937-dodge,1937
14009,Ford,1937-ford,1937
14010,GMC,1937-gmc,1937
14011,Plymouth,1937-plymouth,1937
14012,Studebaker,1937-studebaker,1937
14013,Chevrolet,1936-chevrolet,1936
14014,Dodge,1936-dodge,1936
14015,Fargo,1936-fargo,1936
14016,Ford,1936-ford,1936
14017,GMC,1936-gmc,1936
14018,Chevrolet,1935-chevrolet,1935
14019,Dodge,1935-dodge,1935
14020,Ford,1935-ford,1935
14021,GMC,1935-gmc,1935
14022,Chevrolet,1934-chevrolet,1934
14023,Dodge,1934-dodge,1934
14024,Ford,1934-ford,1934
14025,Chevrolet,1933-chevrolet,1933
14026,Dodge,1933-dodge,1933
14027,Ford,1933-ford,1933
14028,Chevrolet,1932-chevrolet,1932
14029,Ford,1932-ford,1932
14030,Chevrolet,1931-chevrolet,1931
14031,Ford,1931-ford,1931
14032,Chevrolet,1930-chevrolet,1930
14033,Ford,1930-ford,1930
14034,Chevrolet,1929-chevrolet,1929
14035,Ford,1929-ford,1929
14036,Chevrolet,1928-chevrolet,1928
14037,Ford,1928-ford,1928
14038,Chevrolet,1927-chevrolet,1927
14039,Ford,1927-ford,1927
14040,Chevrolet,1926-chevrolet,1926
14041,Ford,1926-ford,1926
14042,Willys,1926-willys,1926
14043,Chevrolet,1925-chevrolet,1925
14044,Ford,1925-ford,1925
14045,Willys,1925-willys,1925
14046,Chevrolet,1924-chevrolet,1924
14047,Ford,1924-ford,1924
14048,Willys,1924-willys,1924
14049,Chevrolet,1923-chevrolet,1923
14050,Ford,1923-ford,1923
14051,Pierce-Arrow,1923-pierce-arrow,1923
14052,Willys,1923-willys,1923
14053,Chevrolet,1922-chevrolet,1922
14054,Ford,1922-ford,1922
14055,Pierce-Arrow,1922-pierce-arrow,1922
14056,Willys,1922-willys,1922
14057,Chevrolet,1921-chevrolet,1921
14058,Ford,1921-ford,1921
