PRODUCT_GROUP_ID,PRODUCT_GROUP_NAME,CATEGORY_ID,CATEGORY_NAME,SUBCATEGORY_ID,SUBCATEGORY_NAME,PARTTYPE_ID,PARTTYPE_NAME,Pro Comp Category,Pro Comp Subcategory,Pro Comp Subcategory 2,Pro Comp Subcategory 3
9283,Pro Comp 39 Series Inertia Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9271,Pro Comp 40 Series Vertigo Matte Graphite Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9284,Pro Comp 40 Series Vertigo Satin Black Milled Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9275,Pro Comp 41 Series Phaser Machined Face Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9280,Pro Comp 41 Series Phaser Satin Black Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
28904,Pro Comp 42 Series Blockade Gloss Black Milled Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
28903,Pro Comp 43 Series Sledge Satin Black Milled Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
28900,Pro Comp 44 Series Syndrome Matte Graphite Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
28901,Pro Comp 44 Series Syndrome Satin Black Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
28902,Pro Comp 45 Series Proxy Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod1600148,Pro Comp 46 Series Prodigy Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod1160038,Pro Comp 48 Series Quick 8 Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9289,Pro Comp 50 Series 10 Gauge Chrome Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9281,Pro Comp 50 Series 10 Gauge Satin Black Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9290,Pro Comp 51 Series District Chrome Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9304,Pro Comp 51 Series District Gloss Black Machined Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod1160039,Pro Comp 60 Series Hammer Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod1160040,Pro Comp 61 Series Cognos Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod2930001,Pro Comp 64 Series Gunner Satin Black Milled Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9300,Pro Comp 69 Series Vintage Flat Black Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9269,Pro Comp 69 Series Vintage Polished Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod1600149,Pro Comp 72 Series Axis Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod1600150,Pro Comp 73 Series Trilogy Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod1600151,Pro Comp 74 Series Trilogy Pro Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod2220007,Pro Comp 75 Series Trilogy Race Satin Black Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod2570002,Pro Comp 75 Series Trilogy Race Super Machined Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9305,Pro Comp 80 Series Gloss Black Machined Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9285,Pro Comp 82 Series Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9286,Pro Comp 83 Series Satin Black with Machined Lip Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9287,Pro Comp 84 Series Satin Black Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
prod870525,Pro Comp 85 Series Vapor Pro 2 Competition Beadlock Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9306,Pro Comp 86 Series Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9274,Pro Comp 86 Series Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9301,Pro Comp 89 Series Kore Matte Black Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
9270,Pro Comp 89 Series Kore Polished Alloy Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Alloy,,
22389,Pro Comp Chrome Lug Nut Kits,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-7676,Wheel Lug Nuts,Wheels,Lug Nuts,,
9266,Pro Comp Black Wheel Lug Nut Kits,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-7676,Wheel Lug Nuts,Wheels,Lug Nuts,,
9267,Pro Comp Spline Lug Nut Kits,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-7676,Wheel Lug Nuts,Wheels,Lug Nuts,,
9265,Pro Comp Lug Nut Socket Keys,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-7676,Wheel Lug Nuts,Wheels,Lug Nuts,,
12103,Pro Comp Alloy Wheels Lug Nuts,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-7676,Wheel Lug Nuts,Wheels,Lug Nuts,,
22371,Pro Comp 82 Series Rock Crawler Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9313,Pro Comp 98 Series Rock Crawler Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9309,Pro Comp 51 Series Rock Crawler Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9311,Pro Comp 87 Series Rock Crawler Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9310,Pro Comp 52 Series Rock Crawler Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9312,Pro Comp 97 Series Rock Crawler Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9308,Pro Comp 252 Series Street Lock Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9314,Pro Comp Xtreme Rock Crawler Series 99 Steel Wheels,4wp-us-C11,Tires & Wheels,4wp-us-7644,Wheels,,,Wheels,Steel Wheels,,
9268,Pro Comp Telescoping Lug Nut L Wrenches,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-16937,Lug Wrenches,Wheels,Tire & Wheel Accessories,,
9316,Pro Comp Air Down Gauges,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-14689,Tire Deflators,Wheels,Tire & Wheel Accessories,,
9316,Pro Comp Air Down Gauges,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-10507,Tire Valve Deflator,Wheels,Tire & Wheel Accessories,,
prod790109,Pro Comp Valve Stems,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-16822,Valve Stems,Wheels,Tire & Wheel Accessories,,
prod1720002,Pro Comp Vapor Pro 2 Competition Bedlock Rings,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-47137,Wheel Trim Ring,Wheels,Tire & Wheel Accessories,,
22626,Pro Comp Chrome Closed Center Caps,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-10061,Wheel Center Cap,Wheels,Wheel Center Caps,,
9264,Pro Comp Wheel Center Caps,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-10061,Wheel Center Cap,Wheels,Wheel Center Caps,,
prod1660026,Pro Comp Wheel Hub Spacers,4wp-us-C11,Tires & Wheels,4wp-us-SC107,Tire & Wheel Accessories,4wp-us-49116,Wheel Hub Spacers,Wheels,Wheel Center Caps,,
