notes,test_notes,product_url,part_number,product_grade,product_modifier,application,vehicle_id,short_description,price,bolt_pattern,recommended_wheel_size,wheel_fitment_pn,recommended_tire_size,tire_fitment_pn
,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-and-upper-control-arms-k1178msu/,K1178MSU,base-uca,small-taper-ball-joints,GM 1500  14-16 (Small Taper Ball Joint),"203420,203421,203422,211060,211061,211061,211062,211062,211063,211065,211065,224859,224860,224861,224862,224862,224894,224894,224896,224896,224897,224897,224897,203418,210841,210839,211058,211059,212778,212778,212779,212779,211064,211064,224859,224860,224863,232878,224894,224897,203418,203419,203419,203420,210841,203421,210839,211058,211058,211060,211061,212779,211062,211064,224858,224863,232878,232878,203422,203423,203423,211059,211060,211063,211063,211065,224858,224858,224859,224859,224860,224860,224861,224863,224895,224895,224896,63932,63932,63933,63934,63934,277116,63935,63935,63935,63936,63937,63937,63937,70378,70379,70379,70380,70380,70470,70477,73134,73154,73155,147506,147508,147508,147511,147513,147514,147516,155817,155819,155821,155823,155830,155830,155834,191164,191165,191166,191182,191186,193868,193881,193882,193882,193883,63932,63933,63933,63934,63936,206694,70378,70378,70379,70380,70477,70478,70479,70479,73134,73134,73135,73135,73135,73136,73136,73137,73155,73157,73157,73157,73158,206702,147505,147506,147508,147511,147512,147512,147513,206704,155817,155817,155824,155826,155828,155828,155830,155834,155835,63932,63934,63935,63936,63937,191162,191163,191163,191165,191165,191184,191186,191187,193869,193870,193871,193871,193881,193883,201399,70378,70380,70477,70477,70478,70478,70479,70479,73134,73155,73155,147507,147507,147510,155819,155819,155821,155832,155832,193368,191164,191183,191185,191186,193247,193869,193870,193872,193872,193880,193882,193884,277115,70381,206700,73135,73136,73136,73138,73157,73158,73158,73158,73160,147504,147505,147506,147509,147512,147514,147514,155815,155823,155823,155834,191161,191162,191163,191183,191184,191184,191185,193870,193872,193873,193884,193884,193885,"," 0.5-2.63""/ 0""  System with PRO-M Shocks and Upper Control Arms"," $	1,155.95 ",6X5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560525, MR30578560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-vst-2-5-coilovers-and-shocks-k1177bx/,K1177BX,pro,small-taper-ball-joints,GM 1500  14-16 (Small Taper Ball Joint),"203420,203421,203422,211060,211061,211061,211062,211062,211063,211065,211065,224859,224860,224861,224862,224862,224894,224894,224896,224896,224897,224897,224897,203418,210841,210839,211058,211059,212778,212778,212779,212779,211064,211064,224859,224860,224863,232878,224894,224897,203418,203419,203419,203420,210841,203421,210839,211058,211058,211060,211061,212779,211062,211064,224858,224863,232878,232878,203422,203423,203423,211059,211060,211063,211063,211065,224858,224858,224859,224859,224860,224860,224861,224863,224895,224895,224896,63932,63932,63933,63934,63934,277116,63935,63935,63935,63936,63937,63937,63937,70378,70379,70379,70380,70380,70470,70477,73134,73154,73155,147506,147508,147508,147511,147513,147514,147516,155817,155819,155821,155823,155830,155830,155834,191164,191165,191166,191182,191186,193868,193881,193882,193882,193883,63932,63933,63933,63934,63936,206694,70378,70378,70379,70380,70477,70478,70479,70479,73134,73134,73135,73135,73135,73136,73136,73137,73155,73157,73157,73157,73158,206702,147505,147506,147508,147511,147512,147512,147513,206704,155817,155817,155824,155826,155828,155828,155830,155834,155835,63932,63934,63935,63936,63937,191162,191163,191163,191165,191165,191184,191186,191187,193869,193870,193871,193871,193881,193883,201399,70378,70380,70477,70477,70478,70478,70479,70479,73134,73155,73155,147507,147507,147510,155819,155819,155821,155832,155832,193368,191164,191183,191185,191186,193247,193869,193870,193872,193872,193880,193882,193884,277115,70381,206700,73135,73136,73136,73138,73157,73158,73158,73158,73160,147504,147505,147506,147509,147512,147514,147514,155815,155823,155823,155834,191161,191162,191163,191183,191184,191184,191185,193870,193872,193873,193884,193884,193885,"," 0.5-2.63""/ 0""  System with PRO-VST 2.5"" Coilovers and Shocks"," $	1,984.97 ",6X5.5,17X8.5 +25MM,"MR305785601025, MR30578560525, MR30578560325, MR30578560925",285/70/17 LRC,"BFG81501, PCT42857017"
,,,K1178BXU,pro-uca,small-taper-ball-joints,GM 1500  14-16 (Small Taper Ball Joint),"203420,203421,203422,211060,211061,211061,211062,211062,211063,211065,211065,224859,224860,224861,224862,224862,224894,224894,224896,224896,224897,224897,224897,203418,210841,210839,211058,211059,212778,212778,212779,212779,211064,211064,224859,224860,224863,232878,224894,224897,203418,203419,203419,203420,210841,203421,210839,211058,211058,211060,211061,212779,211062,211064,224858,224863,232878,232878,203422,203423,203423,211059,211060,211063,211063,211065,224858,224858,224859,224859,224860,224860,224861,224863,224895,224895,224896,63932,63932,63933,63934,63934,277116,63935,63935,63935,63936,63937,63937,63937,70378,70379,70379,70380,70380,70470,70477,73134,73154,73155,147506,147508,147508,147511,147513,147514,147516,155817,155819,155821,155823,155830,155830,155834,191164,191165,191166,191182,191186,193868,193881,193882,193882,193883,63932,63933,63933,63934,63936,206694,70378,70378,70379,70380,70477,70478,70479,70479,73134,73134,73135,73135,73135,73136,73136,73137,73155,73157,73157,73157,73158,206702,147505,147506,147508,147511,147512,147512,147513,206704,155817,155817,155824,155826,155828,155828,155830,155834,155835,63932,63934,63935,63936,63937,191162,191163,191163,191165,191165,191184,191186,191187,193869,193870,193871,193871,193881,193883,201399,70378,70380,70477,70477,70478,70478,70479,70479,73134,73155,73155,147507,147507,147510,155819,155819,155821,155832,155832,193368,191164,191183,191185,191186,193247,193869,193870,193872,193872,193880,193882,193884,277115,70381,206700,73135,73136,73136,73138,73157,73158,73158,73158,73160,147504,147505,147506,147509,147512,147514,147514,155815,155823,155823,155834,191161,191162,191163,191183,191184,191184,191185,193870,193872,193873,193884,193884,193885,"," 0.5-2.63""/ 0""  System with PRO-VST 2.5” Coilovers, Shocks and Upper Control Arms"," $	2,740.96 ",6X5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k1179ms/,K1179MS,base,large-taper-ball-joints,GM 1500  14-18 (Large Taper Ball Joints),"203420,203421,203422,211060,211061,211061,211062,211062,211063,211065,211065,224859,224860,224861,224862,224862,224894,224894,224896,224896,224897,224897,224897,239539,239541,239546,239549,247465,247800,247801,247804,247814,247816,203418,210841,210839,211058,211059,212778,212778,212779,212779,211064,211064,224859,224860,224863,232878,224894,224897,239541,239542,239542,239542,239543,239544,239544,239545,239546,239547,239547,239547,239548,239548,239549,239549,247799,247799,247800,247802,247802,247804,247795,247815,247815,247816,247816,203418,203419,203419,203420,210841,203421,210839,211058,211058,211060,211061,212779,211062,211064,224858,224863,232878,232878,239541,239542,239546,239548,239549,247465,247801,247801,247802,247803,247803,247803,247804,247795,247814,203422,203423,203423,211059,211060,211063,211063,211065,224858,224858,224859,224859,224860,224860,224861,224863,224895,224895,224896,239539,239539,239540,239540,239540,239543,239544,239545,247799,247800,247801,247803,247795,247814,247815,247816,"," 0.5-2.63""/ 0""  System with PRO-M Shocks", $	399.96 ,6X5.5,17X8.5 +25MM,"MR305785601025, MR30578560525, MR30578560325, MR30578560925",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-and-upper-control-arms-k1179msu/,K1179MSU,base-uca,large-taper-ball-joints,GM 1500  14-18 (Large Taper Ball Joints),"203420,203421,203422,211060,211061,211061,211062,211062,211063,211065,211065,224859,224860,224861,224862,224862,224894,224894,224896,224896,224897,224897,224897,239539,239541,239546,239549,247465,247800,247801,247804,247814,247816,203418,210841,210839,211058,211059,212778,212778,212779,212779,211064,211064,224859,224860,224863,232878,224894,224897,239541,239542,239542,239542,239543,239544,239544,239545,239546,239547,239547,239547,239548,239548,239549,239549,247799,247799,247800,247802,247802,247804,247795,247815,247815,247816,247816,203418,203419,203419,203420,210841,203421,210839,211058,211058,211060,211061,212779,211062,211064,224858,224863,232878,232878,239541,239542,239546,239548,239549,247465,247801,247801,247802,247803,247803,247803,247804,247795,247814,203422,203423,203423,211059,211060,211063,211063,211065,224858,224858,224859,224859,224860,224860,224861,224863,224895,224895,224896,239539,239539,239540,239540,239540,239543,239544,239545,247799,247800,247801,247803,247795,247814,247815,247816,"," 0.5-2.63""/ 0""  System with PRO-M Shocks and Upper Control Arms"," $	1,155.95 ",6X5.5,17X8.5 +25MM,"MR305785601025, MR30578560525, MR30578560325, MR30578560925",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-vst-2-5-coilovers-and-shocks-k1177bx/,K1177BX,pro,large-taper-ball-joints,GM 1500  14-18 (Large Taper Ball Joints),"203420,203421,203422,211060,211061,211061,211062,211062,211063,211065,211065,224859,224860,224861,224862,224862,224894,224894,224896,224896,224897,224897,224897,239539,239541,239546,239549,247465,247800,247801,247804,247814,247816,203418,210841,210839,211058,211059,212778,212778,212779,212779,211064,211064,224859,224860,224863,232878,224894,224897,239541,239542,239542,239542,239543,239544,239544,239545,239546,239547,239547,239547,239548,239548,239549,239549,247799,247799,247800,247802,247802,247804,247795,247815,247815,247816,247816,203418,203419,203419,203420,210841,203421,210839,211058,211058,211060,211061,212779,211062,211064,224858,224863,232878,232878,239541,239542,239546,239548,239549,247465,247801,247801,247802,247803,247803,247803,247804,247795,247814,203422,203423,203423,211059,211060,211063,211063,211065,224858,224858,224859,224859,224860,224860,224861,224863,224895,224895,224896,239539,239539,239540,239540,239540,239543,239544,239545,247799,247800,247801,247803,247795,247814,247815,247816,"," 0.5-2.63""/ 0""  System with PRO-VST 2.5"" Coilovers and Shocks"," $	1,984.97 ",6X5.5,17X8.5 +25MM,"MR305785601025, MR30578560525, MR30578560325, MR30578560925",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-lift-kit-with-vst-2-5-coilovers-shocks-and-upper-control-arms-k1179bxu/,K1179BXU,pro-uca,large-taper-ball-joints,GM 1500  14-18 (Large Taper Ball Joints),"203420,203421,203422,211060,211061,211061,211062,211062,211063,211065,211065,224859,224860,224861,224862,224862,224894,224894,224896,224896,224897,224897,224897,239539,239541,239546,239549,247465,247800,247801,247804,247814,247816,203418,210841,210839,211058,211059,212778,212778,212779,212779,211064,211064,224859,224860,224863,232878,224894,224897,239541,239542,239542,239542,239543,239544,239544,239545,239546,239547,239547,239547,239548,239548,239549,239549,247799,247799,247800,247802,247802,247804,247795,247815,247815,247816,247816,203418,203419,203419,203420,210841,203421,210839,211058,211058,211060,211061,212779,211062,211064,224858,224863,232878,232878,239541,239542,239546,239548,239549,247465,247801,247801,247802,247803,247803,247803,247804,247795,247814,203422,203423,203423,211059,211060,211063,211063,211065,224858,224858,224859,224859,224860,224860,224861,224863,224895,224895,224896,239539,239539,239540,239540,239540,239543,239544,239545,247799,247800,247801,247803,247795,247814,247815,247816,"," 0.5-2.63""/ 0""  System with PRO-VST 2.5""  Coilovers, Shocks and Upper Control Arms"," $	2,740.96 ",6X5.5,17X8.5 +25MM,"MR305785601025, MR30578560525, MR30578560325, MR30578560925",285/70/17 LRC,"BFG81501, PCT42857017"
Pro and Pro-UCA Only,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-vst-2-5-coilovers-and-shocks-k1180bx/,K1180BX,pro,,GM 1500 19-22,"253335,253336,256968,256969,253848,253848,253851,254785,254785,254787,260626,260629,260630,259621,259623,259623,259624,259626,259627,259628,259628,262270,271200,271481,271482,271597,271613,271614,271615,271615,271615,271616,271618,271619,271620,283439,283607,283557,283558,283559,283562,283562,283562,283564,298630,298633,298634,298634,298635,298646,298647,298636,298637,298637,298639,298640,253334,253334,253336,253341,253341,256968,256968,253851,256971,254786,254786,254787,260630,260630,259621,259624,259625,259625,259627,259627,259628,259628,271200,271478,271478,271481,271482,271482,271613,271614,271616,271619,283607,283607,283610,283611,283611,283558,283559,283559,283559,283560,283560,283560,283561,283561,283563,283563,283563,298631,298631,298631,298633,298633,298647,298636,298641,298641,298642,298642,298642,298642,298645,253336,253339,253339,253340,253340,258405,253849,253849,253850,256970,256971,254784,261520,261520,260625,260625,260625,260626,260627,260627,260627,260628,260628,260628,259621,259622,262270,271479,271479,271597,271597,271613,271618,271618,271619,271620,283439,283608,283608,283608,283609,283609,298632,298632,298632,298646,298637,298637,298638,298638,298638,253335,253336,253341,258405,253850,253851,253851,256970,254784,260626,260629,260629,260630,259621,259622,259622,259623,259624,259624,259625,259626,259627,271200,271478,271479,271480,271480,271480,271481,271482,271613,271615,271616,271617,271619,271620,271620,283439,283609,283610,283610,283446,283557,283557,283561,283564,298630,298635,298635,298636,298640,298640,298640,298641,298643,298643,"," 2.25-3.5""/ 0""  System with PRO-VST 2.5"" Coilovers and Shocks"," $	1,984.97 ",6X5.5,17X8.5 +18MM,TWG8303-7883MB18,315/70/17 LRC,"BFG08806, PCT43157017"
Pro and Pro-UCA Only,,https://www.procompusa.com/product-skus/2-lift-kit-with-vsrt-2-5-coilovers-shocks-and-upper-control-arms-k1180bxu/,K1180BXU,pro-uca,,GM 1500 19-22,"253335,253336,256968,256969,253848,253848,253851,254785,254785,254787,260626,260629,260630,259621,259623,259623,259624,259626,259627,259628,259628,262270,271200,271481,271482,271597,271613,271614,271615,271615,271615,271616,271618,271619,271620,283439,283607,283557,283558,283559,283562,283562,283562,283564,298630,298633,298634,298634,298635,298646,298647,298636,298637,298637,298639,298640,253334,253334,253336,253341,253341,256968,256968,253851,256971,254786,254786,254787,260630,260630,259621,259624,259625,259625,259627,259627,259628,259628,271200,271478,271478,271481,271482,271482,271613,271614,271616,271619,283607,283607,283610,283611,283611,283558,283559,283559,283559,283560,283560,283560,283561,283561,283563,283563,283563,298631,298631,298631,298633,298633,298647,298636,298641,298641,298642,298642,298642,298642,298645,253336,253339,253339,253340,253340,258405,253849,253849,253850,256970,256971,254784,261520,261520,260625,260625,260625,260626,260627,260627,260627,260628,260628,260628,259621,259622,262270,271479,271479,271597,271597,271613,271618,271618,271619,271620,283439,283608,283608,283608,283609,283609,298632,298632,298632,298646,298637,298637,298638,298638,298638,253335,253336,253341,258405,253850,253851,253851,256970,254784,260626,260629,260629,260630,259621,259622,259622,259623,259624,259624,259625,259626,259627,271200,271478,271479,271480,271480,271480,271481,271482,271613,271615,271616,271617,271619,271620,271620,283439,283609,283610,283610,283446,283557,283557,283561,283564,298630,298635,298635,298636,298640,298640,298640,298641,298643,298643,"," 2.25-3.5""/ 0""  System with PRO-VST 2.5"" Coilovers, Shocks and Upper Control Arms"," $	2,740.96 ",6X5.5,17X8.5 +18MM,TWG8303-7883MB18,315/70/17 LRC,"BFG08806, PCT43157017"
,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k1183m/,K1183M,base,,GM 2500 HD 11-19 ,"155654,155666,155670,191168,191169,191189,191190,191190,191191,191191,193874,193874,193886,193886,193888,193889,206835,206836,206836,206841,206842,206842,206843,206843,210803,210803,210804,210805,210809,210809,210809,210810,210811,210812,210812,228391,228391,228392,228393,228393,228393,228399,228399,228400,241287,241290,241295,241296,247793,247793,247812,247794,247794,247818,247818,247818,253381,253381,253382,253428,253428,253429,253429,155654,155656,155656,155666,191167,191168,191169,191189,191189,191190,193874,193875,193875,193876,193887,193889,193889,206834,206835,206836,206841,206841,206842,206843,210803,210803,210804,210805,211854,211854,210810,210811,228390,228391,228392,228392,228393,228398,228398,228398,228399,228400,228401,155658,155666,155668,155668,155670,155670,241287,241288,241290,241295,241295,241296,241298,247811,247811,247812,247813,247813,247794,247805,253380,253382,253382,253383,253383,253428,253429,253429,253430,253430,253430,253431,191169,191191,193874,193875,193876,193887,193888,193888,206835,206840,206841,206842,206843,210804,210805,211854,210809,210810,210811,228390,228391,228392,228400,228401,241288,241289,241289,241297,241298,247793,247812,247794,247805,247818,248106,253381,253382,253431,253431,155654,155656,155658,155658,155668,155677,155677,191167,191167,191168,191188,191188,193875,193876,193876,193887,193887,193888,193889,206834,206834,206834,206835,206836,206840,210804,210805,211854,210810,210811,228390,228390,228398,228400,228401,228401,241287,241288,241289,241290,241297,241297,241298,247805,247805,248106,248106,253380,253380,253380,253383,253383,253430,253431,"," 2.5""/ 1.5""  System with PRO-M Shocks", $	724.95 ,8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",315/70/17 LRD OR LRE,"BFG08806, PCT43157017"
Missing Vehicle IDs for 2022 models,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k1184m/,K1184M,base,,GM 2500 HD 20-22,"261106,261113,271483,271485,271596,271621,271624,261103,261104,261106,261120,261112,261112,271199,271484,271485,271628,271628,261104,261105,261105,261111,261111,261113,261114,261122,271483,271484,271621,271622,271623,271623,261103,261114,261122,271199,271596,271622,271624,"," 2.5""/ 1.5""  System with PRO-M Shocks", $	799.95 ,8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",315/70/17 LRD OR LRE,"BFG08806, PCT43157017"
Missing Vehicle IDs for 2022 models,,https://www.procompusa.com/product-skus/2-suspension-lift-kit-k1184mu/,K1184MU,base-uca,,GM 2500 HD 20-22,"261106,261113,271483,271485,271596,271621,271624,261103,261104,261106,261120,261112,261112,271199,271484,271485,271628,271628,261104,261105,261105,261111,261111,261113,261114,261122,271483,271484,271621,271622,271623,271623,261103,261114,261122,271199,271596,271622,271624,"," 2.5""/ 1.5""  System with PRO-M Shocks and Upper Control Arms"," $	1,555.94 ",8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",315/70/17 LRD OR LRE,"BFG08806, PCT43157017"
Includes spacers for existing coils & trackbar,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k2002m/,K2002M,base,,RAM 2500 14-22,"207955,207955,209168,209168,209168,212702,212702,212704,212704,212706,212706,212707,212707,230222,230222,230223,230223,234169,234169,234169,240939,240939,240939,250058,250058,250059,250061,252461,252461,252461,259148,259152,259154,262380,262381,262383,275029,275033,291813,291815,296143,296144,207954,207955,207957,207957,209170,209170,212699,212702,212703,212704,212705,212706,212706,230219,230221,234170,234170,240940,240941,240944,250052,250052,250052,250059,259150,259151,261416,262380,262382,262384,262385,262386,207954,207955,207956,207956,207956,209167,209167,209167,209171,209171,209171,211442,212700,212700,212701,212701,212707,212707,230219,230219,230222,230223,230223,234168,234168,234168,275028,275030,275031,275031,275032,275034,291887,291812,291812,291814,291815,240939,240940,240940,240941,240942,240942,240942,240945,240945,250060,250061,250062,250062,250062,259150,259151,261416,262382,262384,262385,262386,275028,291811,291811,291813,296143,296144,207954,207954,207957,209170,212699,212699,212700,212701,212703,212703,230220,230220,230220,230222,234170,240940,240941,240943,240943,240943,240945,250052,250062,259148,259149,259152,259154,262383,275029,275030,275032,275034,291887,291810,291814,"," 2""/ 0""  System with PRO-M Shocks", $	594.95 ,8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",37x12.5x17 LRD OR LRE,BFG35666
Includes new coils and trackbar,,https://www.procompusa.com/product-skus/2-lift-kit-with-pro-m-shocks-k2001m/,K2001M,base,plus,RAM 2500 14-22,"207955,207955,209168,209168,209168,212702,212702,212704,212704,212706,212706,212707,212707,230222,230222,230223,230223,234169,234169,234169,240939,240939,240939,250058,250058,250059,250061,252461,252461,252461,259148,259152,259154,262380,262381,262383,275029,275033,291813,291815,296143,296144,207954,207955,207957,207957,209170,209170,212699,212702,212703,212704,212705,212706,212706,230219,230221,234170,234170,240940,240941,240944,250052,250052,250052,250059,259150,259151,261416,262380,262382,262384,262385,262386,207954,207955,207956,207956,207956,209167,209167,209167,209171,209171,209171,211442,212700,212700,212701,212701,212707,212707,230219,230219,230222,230223,230223,234168,234168,234168,275028,275030,275031,275031,275032,275034,291887,291812,291812,291814,291815,240939,240940,240940,240941,240942,240942,240942,240945,240945,250060,250061,250062,250062,250062,259150,259151,261416,262382,262384,262385,262386,275028,291811,291811,291813,296143,296144,207954,207954,207957,209170,212699,212699,212700,212701,212703,212703,230220,230220,230220,230222,234170,240940,240941,240943,240943,240943,240945,250052,250062,259148,259149,259152,259154,262383,275029,275030,275032,275034,291887,291810,291814,","2.5""/ 0""  System with PRO-M Shocks with Front Coils and Adjustable Track Bar"," $	1,182.94 ",8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",37x12.5x17 LRD OR LRE,BFG35666
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-vst-2-5-shocks-k2001bx/,K2001BX,pro,,RAM 2500 14-22,"207955,207955,209168,209168,209168,212702,212702,212704,212704,212706,212706,212707,212707,230222,230222,230223,230223,234169,234169,234169,240939,240939,240939,250058,250058,250059,250061,252461,252461,252461,259148,259152,259154,262380,262381,262383,275029,275033,291813,291815,296143,296144,207954,207955,207957,207957,209170,209170,212699,212702,212703,212704,212705,212706,212706,230219,230221,234170,234170,240940,240941,240944,250052,250052,250052,250059,259150,259151,261416,262380,262382,262384,262385,262386,207954,207955,207956,207956,207956,209167,209167,209167,209171,209171,209171,211442,212700,212700,212701,212701,212707,212707,230219,230219,230222,230223,230223,234168,234168,234168,275028,275030,275031,275031,275032,275034,291887,291812,291812,291814,291815,240939,240940,240940,240941,240942,240942,240942,240945,240945,250060,250061,250062,250062,250062,259150,259151,261416,262382,262384,262385,262386,275028,291811,291811,291813,296143,296144,207954,207954,207957,209170,212699,212699,212700,212701,212703,212703,230220,230220,230220,230222,234170,240940,240941,240943,240943,240943,240945,250052,250062,259148,259149,259152,259154,262383,275029,275030,275032,275034,291887,291810,291814,"," 2.5""/ 0""  System with PRO-VST 2.5"" Shocks"," $	1,862.96 ",8x6.5,17X8.5 +25MM,"MR31578580525, MR31578580125, MR30178580525, MR31578580325",37x12.5x17 LRD OR LRE,BFG35666
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-k5099bx/,K5099BX,pro,,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers"," $	2,133.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-springs-k5097bx/,K5097BX,pro-plus,plus,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Springs"," $	2,179.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-and-upper-control-arms-k5099bxu/,K5099BXU,pro-uca,,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers and Upper Control Arms"," $	2,889.94 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-and-upper-control-arms-k5097bxu/,K5097BXU,pro-uca-plus,plus,TOYOTA 4RUNNER 03-09,"19853,19854,54805,56021,56021,56995,70617,70618,70618,73675,19853,19854,201347,54806,54807,56020,56995,62908,62908,73675,54807,56020,56022,56022,70617,70619,70619,73674,73674,73676,201347,54805,54806,56993,56993,56994,56994,62906,62906,62907,62907,73676,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers and Upper Control Arms"," $	2,935.94 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-pro-m-shocks-k5097ms/,K5097MS,base,,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 0-2""/0""  System with PRO-M Shocks", $	399.96 ,6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",265/70/17 LRC,"BFG66255, BFG29668, PCT42657017"
,,https://www.procompusa.com/product-skus/2-5-lift-kit-with-pro-m-shocks-and-upper-control-arms-k5097msu/,K5097MSU,base-uca,,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 0-2""/0""  System with PRO-M Shocks and Upper Control Arms"," $	1,155.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",265/70/17 LRC,"BFG66255, BFG29668, PCT42657017"
,,https://www.procompusa.com/product-skus/3-5-lift-kit-with-pro-vst-2-5-coilovers-and-shocks-with-rear-coil-spacers-k5101bx/,K5101BX,pro,,TOYOTA 4RUNNER 10-22,"147369,156064,156067,192543,192544,198139,208433,232358,232359,250329,254184,261075,265895,272674,272677,288271,288274,147368,198137,147370,244734,244735,254187,261072,261074,213612,213613,213614,232360,272675,288270,288272,288276,250331,254186,256553,256554,265894,272676,272679,275797,147368,156066,288268,288273,288275,192545,198138,208431,208432,244737,250328,256551,256552,261071,261073,272672,272678,288269,"," 2-3.75""/1.5""  System with PRO-VST 2.5"" Coilovers and Shocks with Rear Coil Spacers"," $	2,112.95 ",6x5.5,17X8.5 +25MM,"MR30178560525, MR305785601025, MR30578560925, MR30178560325",285/70/17 LRC,"BFG81501, PCT42857017"
