ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,"Product Categories",Status,Slug,Order,"Comment Status","Ping Status","Post Modified Date","Product Group ID","Product Group Name","Category ID","Category Name","Subcategory ID","Subcategory Name","Part Type ID","Part Type Name","SubPart ID","SupPart Name","Long Description","Sales Description","Product Categories"
22046,"Pro Comp Explorer Driving Lights",,,"2021-06-18 20:34:06",product-group,http://transamericanautoparts.local/products/pro-comp-explorer-driving-lights/,,,,,,,,"Lights>Driving Lights",publish,pro-comp-explorer-driving-lights,0,open,open,"2021-06-29 11:32:40",9352,"Pro Comp Explorer Driving Lights",4wp-us-C14,"Lighting & Lighting Accessories",cat1120283,"Offroad Racing, Fog & Driving Lights",cat1850001,"Driving Lights",,,"Long lasting H11 55 watt bulb;99,000 candlepower;All glass lens;Clear stealth plastic lens guard; Highly polished reflector;High impact ABS housing;Sold individually;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","H11 Quartz Technology - 9? round competition lens and housing specifications match the 9900 series with out the HID price. Features an extremely long lasting H11 55 watt bulb which provides the output of a 100 watt light with 4.6 amperage draw. 99,000 candela. All glass lens with a clear stealth plastic lens guard included, highly polished reflector, high impact ABS housing.<br><br> Wiring harness sold separately.","Lights>Driving Lights"
22047,"Pro Comp LED Light Bars",,,"2021-06-18 20:34:06",product-group,http://transamericanautoparts.local/products/pro-comp-led-light-bars/,,,,,,,,"Lights>LED Light Bars",publish,pro-comp-led-light-bars,0,open,open,"2021-06-29 11:27:38",9338,"Pro Comp LED Light Bars",4wp-us-C14,"Lighting & Lighting Accessories",cat1120283,"Offroad Racing, Fog & Driving Lights",cat1860001,"Light Bars",,,"Single or Double Row Light Bar;Sold Individually;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","The new Explorer Series high intensity LED light bar from Pro Comp sets the standard in lighting efficiency. All Explorer Series LED Light Bars feature a 50,000 + hour life span, ultra-high lumens/watt, and are housed in a durable, waterproof and shockproof 6063 Extruded Aluminum case. Installation is easy, and every Explorer Light Bar comes with everything you need to get your light installed and wired: wiring harness, switch, relay, and 2 sets of mounting brackets and mounting hardware. The innovative design provides increased visibility in even the darkest of driving conditions. Whether youre close to home, or far off the beaten path, count on Explorer to light the way!","Lights>LED Light Bars"
22048,"Pro Comp LED Motorsports Lights",,,"2021-06-18 20:34:06",product-group,http://transamericanautoparts.local/products/pro-comp-led-motorsports-lights/,,,,,,,,"Lights>Driving Lights",publish,pro-comp-led-motorsports-lights,0,open,open,"2021-06-29 11:31:55",prod1530027,"Pro Comp LED Motorsports Lights",4wp-us-C14,"Lighting & Lighting Accessories",cat1120283,"Offroad Racing, Fog & Driving Lights",cat1850001,"Driving Lights",,,"Cast aluminum housing;UV resistant finish;50,000+ hours average life span;Combination reflector pattern;100% optically clear LEXAN lens;Military standard breather;Multi-position stainless steel mounting bracket;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Designed with the off-roader in mind, Pro Comp's new LED Motorsports Lights utilize waterproof aluminum LED housings for safe and reliable performance in all weather conditions. Each light circuit is fitted with 3W CREE LEDs and combination reflector pattern allows for use in a variety of applications. Includes mounting bracket, hardware and wiring instructions.","Lights>Driving Lights"
22049,"Pro Comp LED Fog Lights",,,"2021-06-18 20:34:06",product-group,http://transamericanautoparts.local/products/pro-comp-led-fog-lights/,,,,,,,,"Lights>Fog Lights",publish,pro-comp-led-fog-lights,0,open,open,"2021-06-29 11:36:20",prod3670001,"Pro Comp LED Fog Lights",4wp-us-C14,"Lighting & Lighting Accessories",cat1120283,"Offroad Racing, Fog & Driving Lights",cat1850002,"Fog Lights",,,"DOT Approved: DOT SAE E-Mark Approved, be legal on the road;White Halo increases traffic safety and reduces the incidence of accidents;Fits bumpers with stock mounting pattern","Pro Comp's new LED Fog lights utilize unique styling and anti-flicker technology. LED fog lights produce up to 1080 raw lumens to cut through the night while on or off the road. The housings of these fog lights are a direct-fit to your factory fog light location with an easy plug-and-play installation. A rugged design that utilizes Polycarbonate lamp housings and a Solid-State luminaire for impact and vibration resistance help these lights to endure the harshest conditions during your off-road adventures. The electronics are sealed with an epoxy seal to avoid moisture and corrosion.","Lights>Fog Lights"
22050,"Pro Comp Suspension Tail Light LED Mount Bracket",,,"2021-06-18 20:34:06",product-group,http://transamericanautoparts.local/products/pro-comp-suspension-tail-light-led-mount-bracket/,,,,,,,,"Lights>Tail &amp; Brake Lights",publish,pro-comp-suspension-tail-light-led-mount-bracket,0,open,open,"2021-06-18 20:34:06",19486,"Pro Comp Suspension Tail Light LED Mount Bracket",4wp-us-C14,"Lighting & Lighting Accessories",4wp-us-SC67,"Replacement Headlights, Tail Lights & Bulbs",cat1440392,"Tail & Brake Lights",,,,,"Lights>Tail &amp; Brake Lights"
22051,"Pro Comp LED Headlights",,,"2021-06-18 20:34:06",product-group,http://transamericanautoparts.local/products/pro-comp-led-headlights/,,,,,,,,"Lights>Headlights &amp; Conversions",publish,pro-comp-led-headlights,0,open,open,"2021-06-29 11:39:02",9324,"Pro Comp LED Headlights",4wp-us-C14,"Lighting & Lighting Accessories",4wp-us-SC67,"Replacement Headlights, Tail Lights & Bulbs",cat1440390,"Headlights, Housings and Conversions",,,"UV-resistant & hard-coated polycarbonate lens;Increased lighting performance on/off road;Built-in anti-flicker module;Plug-and-play replacements;20 LUXEON ZES LEDs provide maximum brightness;Plug-and-play replacements;Built-in anti-flicker module;Maximum light dispersion;6000K pure white light;Will accept 9-32V DC;Lifetime warranty;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","The next generation of high performance lighting systems has arrived. Pro Comp lights are designed for the off-road enthusiast who demands the best. After nearly 20 years as a premier source of off road lights, Pro Comp is again lighting your path with the most advance lighting systems ever offered.","Lights>Headlights &amp; Conversions"
22052,"Pro Comp LED Switch Panel Kits",,,"2021-06-18 20:34:06",product-group,http://transamericanautoparts.local/products/pro-comp-led-switch-panel-kits/,,,,,,,,DISCO>DISCO,publish,pro-comp-led-switch-panel-kits,0,open,open,"2021-06-29 11:27:38",9339,"Pro Comp LED Switch Panel Kits",4wp-us-S4,"Performance Parts",4wp-us-C72,Electrical,4wp-us-SC123,"Electrical Components",4wp-us-4700,Switches,"SEL Electrical Harness; w/Switch;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Kit comes with wire, 1 fuseable link and switch panel with 1 rocker switch.",DISCO>DISCO
22053,"Pro Comp Suspension Exhaust Crossover Kit",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-suspension-exhaust-crossover-kit/,,,,,,,,DISCO>DISCO,publish,pro-comp-suspension-exhaust-crossover-kit,0,open,open,"2021-06-29 11:22:42",9436,"Pro Comp Suspension Exhaust Crossover Kit",4wp-us-S4,"Performance Parts",4wp-us-SC49,"Exhaust Systems, Headers, Pipes and Hardware",4wp-us-11125,"Exhaust Intermediate Pipes",,,"2012+ JK Wrangler Exhaust Crossover Kit;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","When you lift your JK Wrangler over 2.5 inch you'll need this to avoid the exhaust hitting the drive shaft.",DISCO>DISCO
22054,"Pro Comp Exhaust Spacer Kits",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-exhaust-spacer-kits/,,,,,,,,DISCO>DISCO,publish,pro-comp-exhaust-spacer-kits,0,open,open,"2021-06-29 11:39:01",9329,"Pro Comp Exhaust Spacer Kits",4wp-us-S4,"Performance Parts",4wp-us-SC49,"Exhaust Systems, Headers, Pipes and Hardware",4wp-us-14263,"Exhaust Spacers",,,"Includes driver and passenger side spacers;Needed on JKs with 3+ inch lift;Spacers prevent contact between front driveshaft and exhaust cross pipe;Includes all necessary hardware;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Exhaust spacers are needed for all 2012 and up Jeep JKs using suspension kits with 3IN or more of lift.. The spacers are installed between the driver and passenger head pipe flanges and the flanges of the exhaust cross pipe. This moves the exhaust cross pipe rearward and prevents contact between the front driveshaft and the exhaust cross pipe during suspension down travel.",DISCO>DISCO
22055,"Pro Comp Accu Pro Speedometer and Odometer Calibrator",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-accu-pro-speedometer-and-odometer-calibrator/,,,,,,,,DISCO>DISCO,publish,pro-comp-accu-pro-speedometer-and-odometer-calibrator,0,open,open,"2021-06-29 11:22:46",9407,"Pro Comp Accu Pro Speedometer and Odometer Calibrator",4wp-us-S4,"Performance Parts",4wp-us-SC33,"Performance Electronics",4wp-us-14254,"Speedometer Calibrators",,,"Speedometer and Odometer Calibrator;Legal in California only for racing vehicles which may never be used upon a highway;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Are you installing larger tires and wheels on your vehicle? If so ProComp has the solution to your speedometer calibration issues!",DISCO>DISCO
22056,"Pro Comp Metal Mulisha Nerf Steps",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-metal-mulisha-nerf-steps/,,,,,,,,DISCO>DISCO,publish,pro-comp-metal-mulisha-nerf-steps,0,open,open,"2021-06-29 11:27:37",9349,"Pro Comp Metal Mulisha Nerf Steps",4wp-us-C70,"Side Steps & Running Boards",4wp-us-SC75,"Nerf Bars & Steps",4wp-us-1082,"Nerf Steps",,,"Fits: 09-11 Ford F150 Super Crew/Raptor 5.6' Bed;Black Powder Coat Finish; 4 Cleated Step PlatesSold as a pair;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Metal Mulisha Nerf Steps are truly the next generation in side step technology. It features a 3 main tube with an innovative four-step drop down design with a cleated step plate. Each bar is custom-made for each application and provides one of the sturdiest attachments in the industry.",DISCO>DISCO
22057,"Pro Comp Telescoping Lug Nut L Wrenches",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-telescoping-lug-nut-l-wrenches/,,,,,,,,"Wheels>Tire &amp; Wheel Accessories",publish,pro-comp-telescoping-lug-nut-l-wrenches,0,open,open,"2021-06-29 11:30:34",9268,"Pro Comp Telescoping Lug Nut L Wrenches",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-16937,"Lug Wrenches",,,"1- 17mm Thin Wall socket;1- 19mm (3/4in) Thin Wall socket;1- 13/16in Thin Wall socket;1- 7/8in Thin Wall socket;1- 3in Extension;1- 14in-21in Telescoping Wrench;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","The Pro Comp L wrench is a professional grade tool box quality wrench. This telescoping lug wrench is made of heat treated chrome, collapses for easy storage and includes thin wall sockets.","Wheels>Tire &amp; Wheel Accessories"
22059,"Pro Comp Valve Stems",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-valve-stems/,,,,,,,,"Wheels>Tire &amp; Wheel Accessories",publish,pro-comp-valve-stems,0,open,open,"2021-06-29 11:33:46",prod790109,"Pro Comp Valve Stems",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-16822,"Valve Stems",,,,,"Wheels>Tire &amp; Wheel Accessories"
22060,"Pro Comp Chrome Closed Center Caps",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-chrome-closed-center-caps/,,,,,,,,"Wheels>Wheel Spacers &amp; Caps",publish,pro-comp-chrome-closed-center-caps,0,open,open,"2021-06-29 11:32:35",22626,"Pro Comp Chrome Closed Center Caps",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-10061,"Wheel Center Cap",,,,,"Wheels>Wheel Spacers &amp; Caps"
22061,"Pro Comp Wheel Center Caps",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-wheel-center-caps/,,,,,,,,"Wheels>Wheel Spacers &amp; Caps",publish,pro-comp-wheel-center-caps,0,open,open,"2021-06-29 11:32:34",9264,"Pro Comp Wheel Center Caps",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-10061,"Wheel Center Cap",,,,,"Wheels>Wheel Spacers &amp; Caps"
22062,"Pro Comp Wheel Hub Spacers",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-wheel-hub-spacers/,,,,,,,,"Wheels>Wheel Spacers &amp; Caps",publish,pro-comp-wheel-hub-spacers,0,open,open,"2021-06-29 11:25:41",prod1660026,"Pro Comp Wheel Hub Spacers",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-49116,"Wheel Hub Spacers",,,,,"Wheels>Wheel Spacers &amp; Caps"
22063,"Pro Comp Chrome Lug Nut Kits",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-chrome-lug-nut-kits/,,,,,,,,"Wheels>Lug Nuts",publish,pro-comp-chrome-lug-nut-kits,0,open,open,"2021-06-29 11:38:43",22389,"Pro Comp Chrome Lug Nut Kits",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-7676,"Wheel Lug Nuts",,,"Pro Comp Lug Nut kit available in 12x1.5, 14x1.5, 14x2.0, 1/2 and 9/16 Threads;Sold in 4, 6, 20, 24, 25, 32 and single;Finish: Chrome;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""",,"Wheels>Lug Nuts"
22064,"Pro Comp Black Wheel Lug Nut Kits",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-black-wheel-lug-nut-kits/,,,,,,,,"Wheels>Lug Nuts",publish,pro-comp-black-wheel-lug-nut-kits,0,open,open,"2021-06-29 11:30:34",9266,"Pro Comp Black Wheel Lug Nut Kits",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-7676,"Wheel Lug Nuts",,,"Pro Comp Lug Nut kit available in 12x1.5, 14x1.5, 14x2.0, 1/2 and 9/16 Threads;Sold in 4, 6, 20, 24, 25, 32 and single;Finish: Black;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Everything you need for installation in one attractive, easy to stock package.","Wheels>Lug Nuts"
22065,"Pro Comp Spline Lug Nut Kits",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-spline-lug-nut-kits/,,,,,,,,"Wheels>Lug Nuts",publish,pro-comp-spline-lug-nut-kits,0,open,open,"2021-06-29 11:30:34",9267,"Pro Comp Spline Lug Nut Kits",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-7676,"Wheel Lug Nuts",,,"Pro Comp Lug Nut kit available in 14x1.5, 14x2.0, 1/2 and 9/16 Threads;Sold in 5, 6 and 8 Lug Kits;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Everything you need for installation in one attractive, easy to stock package","Wheels>Lug Nuts"
22066,"Pro Comp Lug Nut Socket Keys",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-lug-nut-socket-keys/,,,,,,,,"Wheels>Lug Nuts",publish,pro-comp-lug-nut-socket-keys,0,open,open,"2021-06-29 11:30:33",9265,"Pro Comp Lug Nut Socket Keys",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-7676,"Wheel Lug Nuts",,,"Pro Comp Replacement Key for Locking Lug Nuts;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Everything you need for installation in one attractive, easy to stock package.","Wheels>Lug Nuts"
22067,"Pro Comp Alloy Wheels Lug Nuts",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-alloy-wheels-lug-nuts/,,,,,,,,"Wheels>Lug Nuts",publish,pro-comp-alloy-wheels-lug-nuts,0,open,open,"2021-06-29 11:35:06",12103,"Pro Comp Alloy Wheels Lug Nuts",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-7676,"Wheel Lug Nuts",,,NULL,NULL,"Wheels>Lug Nuts"
22068,"Pro Comp Vapor Pro 2 Competition Bedlock Rings",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-vapor-pro-2-competition-bedlock-rings/,,,,,,,,"Wheels>Tire &amp; Wheel Accessories",publish,pro-comp-vapor-pro-2-competition-bedlock-rings,0,open,open,"2021-06-29 11:38:05",prod1720002,"Pro Comp Vapor Pro 2 Competition Bedlock Rings",4wp-us-C11,"Tires & Wheels",4wp-us-SC107,"Tire & Wheel Accessories",4wp-us-47137,"Wheel Trim Ring",,,,,"Wheels>Tire &amp; Wheel Accessories"
22069,"Pro Comp A/T Sport Tires",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-a-t-sport-tires/,,,,,,,,Tires,publish,pro-comp-a-t-sport-tires,0,open,open,"2021-06-29 11:23:38",28896,"Pro Comp A/T Sport Tires",4wp-us-C11,"Tires & Wheels",4wp-us-7636,Tires,,,,,"Overall Diameter range of 27 to 37 inch tall tires;Rim Range of 15 to 20 inch diameter;Sidewalls: Black Letters;Tread Type: All Terrain;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","The Pro Comp A/T Sport can take you wherever you want to go. When you are trying to navigate to a killer kayak spot, seeking to make tracks on a fresh powder day, or just want to get away from civilization, Pro Comp A/T Sport is the tire to get you to your next adventure. The A/T Sport is capable in any terrain while maintaining quiet on-road manners and backed with a 60-day trial and 60,000 mile warranty.  All-Terrain compound formulated for the optimum performance across wet, dry, on- and off-road surfaces.  Sweeping groove technology increases traction and stability in all road conditions.  Multi-pitch variation quiet ride assurance  alternating tread blocks reduce pitch noise as the noise from one block pitch is canceled out by another.  Side holder lugs greatly improve traction in all-terrain environments and all-weather conditions while increasing puncture resistance.  Staggered design increases grip in all-terrain and inclement weather environments by clawing the driven surface.<br><br>Your off-roading adventures are only as good as the equipment on your vehicle, especially when it comes to your tires. These are the parts that give you control over slick rocky roads and rough uphill terrain. You need the very best tires available for your vehicle when your drive takes you off-road and into rugged territory. This is why 4wheelparts.com provides the <a href=https://www.4wheelparts.com/b/tires-wheels/tires/_/N-cm77u"">best tires for Jeeps and trucks</a> at value prices. You wouldn't settle for anything less than superior handling, so neither do we.<br><br> <b>Where Are You Driving?</b><br><br> All-terrain pro comp a/t sport tires handle smoothly whether you're heading into the mountains or spending a day at the beach. The deep treads and draft angles protect your tires from punctures while unique tread designs deliver smooth handling for precision turns on just about any surface. Traction is the name of the game whether you're on a snowy road to drop the ki""",Tires
22070,"Pro Comp Xterrain Radial Tires",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-xterrain-radial-tires/,,,,,,,,Tires,publish,pro-comp-xterrain-radial-tires,0,open,open,"2021-06-29 11:29:59",9516,"Pro Comp Xterrain Radial Tires",4wp-us-C11,"Tires & Wheels",4wp-us-7636,Tires,,,,,"Overall Diameter range of 32 to 35 inch tall tires;Rim Range of 15 to 18 inch diameter;Black and Outlined Black Letter Sidewall;Tread Type: Mud Terrain;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Radial Xterrain Tire is two tires in one. The aggressive directional tread provides superior traction compared to standard all terrain tires, yet is surprisingly quiet on the street. Its staggered directionally grooved tread pattern has full length lug sipes for superior traction that makes it superior in mud, snow, slush, loose dirt, rock and road. Its alternating open lug shoulder grip spurs aid in increased traction and self-cleaning. The Pro Comp Xterrain's extra thick side wall treatment helps resist scrapes and cuts, maximize a biting edge side wall for increased traction on rocks or in mud. Dual guard Polyester Body Plies consist of thick polyester construction combined with a blend of side wall rubber allowing for maximum puncture resistance with total flexibility when using lower air pressure.",Tires
22071,"Pro Comp Xtreme All-Terrain Radial Tires",,,"2021-06-18 20:34:09",product-group,http://transamericanautoparts.local/products/pro-comp-xtreme-all-terrain-radial-tires/,,,,,,,,Tires,publish,pro-comp-xtreme-all-terrain-radial-tires,0,open,open,"2021-06-29 11:29:59",9517,"Pro Comp Xtreme All-Terrain Radial Tires",4wp-us-C11,"Tires & Wheels",4wp-us-7636,Tires,,,,,"Overall Diameter range of 31 to 37 inch tall tires;Rim Range of 15 to 20 inch diameter;Black and Outlined Black Letter Sidewall;Tread Type: All Terrain;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","The Xtreme A/T gives you aggressive styling, wet weather traction, incredible off-road capabilities and long life. Using the NEXT Generation Tire Technology lets Pro Comp gives you what you've been waiting for, a tire that's equally at home on the street and in the dirt. Watch Out, there's a New Monster under the bed! Pro Comp Xtreme A/T Tires come with 50,000 Mile Tread Wear Warranty.<br><br>For those who love off-roading, there's nothing like having a truck that can tackle any terrain. The sheer feeling of power you get from a high-performance off-road vehicle is unmatched by simple cars. However, you can't expect to get the best off-road performance if you don't have a good set of tires, which is where 4 Wheel Parts steps in. We've got Pro Comp Xtreme AT tires that give you superior performance and durability on tough terrain. Plus, shopping for your <a href=https://www.4wheelparts.com/b/pro-comp-tires/_/N-1z0unap"">Pro Comp tires</a> at 4 Wheel Parts means you're almost guaranteed to find the size you need.<br><br> <b>Ready to Ride</b><br><br> When you're out off-roading and exploring, there's nothing worse than having a problem that leaves you stranded and calling somebody for help. The best way to avoid this is to make sure you take good care of your truck or Jeep, and that includes the tires. 4 Wheel Parts has lots of Pro Comp radial tires for you to choose between if you want to give your truck a tire upgrade that's going to last.<br><br> <b>Simple Shopping</b><br><br> Finding good tires can be tough enough, but it can be even more difficult to find the size you need at a good price. 4 Wheel Parts makes that easy by offering a wide selection of <a href=""https://www.4wheelparts.com/b/camping/gear/_/N-cm547"">off road tires for Jeeps</a> no matter what you're looking for. You don't have to worry about shopping around to get quality rubber when you shop with us.<br><br> <b>Make It Easy</b><br><br> The bottom line is you need good tires if you love off-ro""",Tires
22072,"Pro Comp Xtreme M/T 2 Radial Tires",,,"2021-06-18 20:34:12",product-group,http://transamericanautoparts.local/products/pro-comp-xtreme-m-t-2-radial-tires/,,,,,,,,Tires,publish,pro-comp-xtreme-m-t-2-radial-tires,0,open,open,"2021-06-29 11:22:56",9518,"Pro Comp Xtreme M/T 2 Radial Tires",4wp-us-C11,"Tires & Wheels",4wp-us-7636,Tires,,,,,"Overall Diameter range of 30 to 40 inch tall tires;Rim Range of 15 to 20 inch diameter;Black Sidewall;Tread Type: Mud Terrain;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","The Pro Comp Xtreme MT2 radial is designed for full-size trucks and SUVs",Tires
22073,"Pro Comp 82 Series Rock Crawler Steel Wheels",,,"2021-06-18 20:34:12",product-group,http://transamericanautoparts.local/products/pro-comp-82-series-rock-crawler-steel-wheels/,,,,,,,,"Wheels>Steel Wheels",publish,pro-comp-82-series-rock-crawler-steel-wheels,0,open,open,"2021-06-29 11:22:54",22371,"Pro Comp 82 Series Rock Crawler Steel Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,,,"Wheels>Steel Wheels"
22074,"Pro Comp 98 Series Rock Crawler Steel Wheels",,,"2021-06-18 20:34:12",product-group,http://transamericanautoparts.local/products/pro-comp-98-series-rock-crawler-steel-wheels/,,,,,,,,"Wheels>Steel Wheels",publish,pro-comp-98-series-rock-crawler-steel-wheels,0,open,open,"2021-06-29 11:39:03",9313,"Pro Comp 98 Series Rock Crawler Steel Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"With thicker welds and extremely close tolerances, these heavy duty steel wheels provide great looks and the superior performance required of today s hardcore 4 wheel drive enthusiast;Wheel Size: 15, 16 and 17 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Black;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Xtreme construction sets a new standard in the steel wheel industry! With thicker welds and extremely close tolerances, these heavy duty steel wheels provide great looks and the superior performance required of today s hardcore 4 wheel drive enthusiast. Center caps are not included on steel wheels and are sold with parts #5451K for Wrangler and #5553K for CJ.Rock Crawler Xtreme Steel Monster Mod come with a black powder finish. The Xtreme Wheels use the finest materials along with state-of-the-art production equipment to produce a superior steel wheel. Made in the USA. Center cap and lug nuts sold separately.","Wheels>Steel Wheels"
22075,"Pro Comp 51 Series Rock Crawler Steel Wheels",,,"2021-06-18 20:34:12",product-group,http://transamericanautoparts.local/products/pro-comp-51-series-rock-crawler-steel-wheels/,,,,,,,,"Wheels>Steel Wheels",publish,pro-comp-51-series-rock-crawler-steel-wheels,0,open,open,"2021-06-29 11:36:52",9309,"Pro Comp 51 Series Rock Crawler Steel Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Pro Comps Rock Crawler Xtreme Series 51 Steel Black Jeep wheels come in sizes and back spacing that fit your needs;Look no further, Pro Comp is your one-stop Manufacturer for Jeep Wheels and Jeep Rims;Wheel Size: 15, 16 and 17 inch Diameter;Bolt pattern: 5, 6 and 8 Lug Design;Finish: Black;;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comps Rock Crawler Xtreme Series 51 Black Steel wheels come in sizes and back spacing that fit your needs. The Rock Crawler Xtreme Wheels use the finest materials along with a durable flat black powder coating and state-of-the-art production equipment to produce a superior steel wheel. NOTE: Center cap and lug nuts sold separately.<br><br>Your rims do more than just hold your tires and attach to your vehicle. They must be sturdy and dependable to take a beating when you're on the trails. Even if you're not always rock crawling or hill climbing, your wheels must be tough enough to handle unseen obstacles: tree roots, rocks, debris and more. There's no doubt that the Pro Comp 51 Series wheels make the grade  they earn consistently high marks from our riders for their performance and durability. And 4 Wheel Parts is your source for 51 Series wheels and the best deals on all your off-roading gear. <br><br> <b>Your Destination for Pro Comp Rock Crawler Wheels</b><br> Sure, having Rock Crawler in the name doesn't automatically make it a rock crawling tire. But Pro Comp 51 Series wheels are crafted from super-strong steel and using the company's innovative production techniques. Not only are Rock Crawler steel wheels ready for your roughest ride, but they also look great. Their durable flat black powder coating compliments any off-road vehicle, lending a touch of classic style. <br><br> Many retailers offer Pro Comp 51 Series wheels, but 4 Wheel Parts offers the best savings. Our everyday low prices make it affordable to gear up for any adventure. Order online and choose our convenient shipping or Curbside Store Pickup options. <br><br>""","Wheels>Steel Wheels"
22076,"Pro Comp 01 Series Raven Chrome Alloy Wheels",,,"2021-06-18 20:34:12",product-group,http://transamericanautoparts.local/products/pro-comp-01-series-raven-chrome-alloy-wheels/,,,,,,,,"Wheels>Alloy Wheels",publish,pro-comp-01-series-raven-chrome-alloy-wheels,0,open,open,"2021-06-29 11:39:26",9288,"Pro Comp 01 Series Raven Chrome Alloy Wheels",4wp-us-C11,"Tires & Wheels",4wp-us-7644,Wheels,,,,,"Wheel Size: 16, 17 and 18 inch Diameter;Bolt pattern: 5 and 6 Lug Design;Finish: Chrome;<b>California Residents: <a href=/prop65"" target=""_blank"">WARNING</a></b>""","Pro Comp Alloys are designed using State-Of-The-Art Low-Pressure-Casting Technology providing unsurpassed wheel strength, style and value. Pro Comp Alloy Wheels combine head turning style, light weight, durable finish in black, black powder coat chrome and polished. Pro Comp Alloys also incorporate a high offset brake clearance for todays performance trucks and sport utility vehicles.","Wheels>Alloy Wheels"
